The following table was created as response to the SQL query;;;;;;;;;;;;;;;;;;;;;;;
"SELECT sbs_sbsname ""SBS name"", m_methodname ""general method"", sla_singlevalue ""single value [mm^2/mg]"", sla_n ""sample size"", sla_valid ""valid"", lfm_name ""leaf specific method"", ref_refname ""reference"", sbs_sbsnumber ""SBS number"", or_origrefname ""original reference"", geo_countryname ""country"", geo_utmzone ""UTM zone"", geo_utmeasting ""UTM easting"", geo_utmnorthing ""UTM northing"", sla_mean ""mean SLA [mm^2/mg]"", sla_maximum ""maximum SLA [mm^2/mg]"", sla_minimum ""minimum SLA [mm^2/mg]"", sla_replicates ""number of replicates"", sla_stddev ""standard deviation"", sla_stderror ""standard error"", sla_balanceerror ""balance error [mg]"", sla_collectiondate ""collection date"", sla_comment ""general comment"", pslv_name ""plant stage"" FROM (SELECT case when sla_median is not null then sla_median when sla_mean is not null then sla_mean when sla_maximum is not null and sla_minimum is not null then (sla_maximum + sla_minimum) / 2 when sla_maximum is not null then sla_maximum when sla_minimum is not null then sla_minimum else null end AS sla_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, sla_mean, sla_maximum, sla_minimum, sla_n, sla_valid, lfm_name, ref_refname, or_origrefname, geo_countryname, geo_utmzone, geo_utmeasting, geo_utmnorthing, sla_replicates, sla_stddev, sla_stderror, sla_balanceerror, sla_collectiondate, sla_comment, pslv_name, sla_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_sla.m_methodname, m_sla.sla_median, m_sla.sla_mean, m_sla.sla_maximum, m_sla.sla_minimum, m_sla.sla_n, m_sla.sla_valid, m_sla.lfm_name, m_sla.ref_refname, m_sla.or_origrefname, m_sla.geo_countryname, m_sla.geo_utmzone, m_sla.geo_utmeasting, m_sla.geo_utmnorthing, m_sla.sla_replicates, m_sla.sla_stddev, m_sla.sla_stderror, m_sla.sla_balanceerror, m_sla.sla_collectiondate, m_sla.sla_comment, m_sla.pslv_name, m_sla.sla_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sla_lfm.sla_sbsnumber, m.m_methodname, sla_lfm.sla_median, sla_lfm.sla_mean, sla_lfm.sla_maximum, sla_lfm.sla_minimum, sla_lfm.sla_n, sla_lfm.sla_valid, sla_lfm.lfm_name, sla_lfm.ref_refname, sla_lfm.or_origrefname, sla_lfm.geo_countryname, sla_lfm.geo_utmzone, sla_lfm.geo_utmeasting, sla_lfm.geo_utmnorthing, sla_lfm.sla_replicates, sla_lfm.sla_stddev, sla_lfm.sla_stderror, sla_lfm.sla_balanceerror, sla_lfm.sla_collectiondate, sla_lfm.sla_comment, sla_lfm.pslv_name FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT r_sla.sla_sbsnumber, r_sla.sla_methodid, r_sla.sla_median, r_sla.sla_mean, r_sla.sla_maximum, r_sla.sla_minimum, r_sla.sla_n, r_sla.sla_valid, lfm.lfm_name, r_sla.ref_refname, r_sla.or_origrefname, r_sla.geo_countryname, r_sla.geo_utmzone, r_sla.geo_utmeasting, r_sla.geo_utmnorthing, r_sla.sla_replicates, r_sla.sla_stddev, r_sla.sla_stderror, r_sla.sla_balanceerror, r_sla.sla_collectiondate, r_sla.sla_comment, r_sla.pslv_name FROM (SELECT sla_orf.sla_sbsnumber, sla_orf.sla_methodid, sla_orf.sla_median, sla_orf.sla_mean, sla_orf.sla_maximum, sla_orf.sla_minimum, sla_orf.sla_n, sla_orf.sla_valid, sla_orf.sla_specificmethodid, r.ref_refname, sla_orf.or_origrefname, sla_orf.geo_countryname, sla_orf.geo_utmzone, sla_orf.geo_utmeasting, sla_orf.geo_utmnorthing, sla_orf.sla_replicates, sla_orf.sla_stddev, sla_orf.sla_stderror, sla_orf.sla_balanceerror, sla_orf.sla_collectiondate, sla_orf.sla_comment, sla_orf.pslv_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sla_geo.sla_sbsnumber, sla_geo.sla_methodid, sla_geo.sla_median, sla_geo.sla_mean, sla_geo.sla_maximum, sla_geo.sla_minimum, sla_geo.sla_n, sla_geo.sla_valid, sla_geo.sla_specificmethodid, sla_geo.sla_referenceid, orf.or_origrefname, sla_geo.geo_countryname, sla_geo.geo_utmzone, sla_geo.geo_utmeasting, sla_geo.geo_utmnorthing, sla_geo.sla_replicates, sla_geo.sla_stddev, sla_geo.sla_stderror, sla_geo.sla_balanceerror, sla_geo.sla_collectiondate, sla_geo.sla_comment, sla_geo.pslv_name FROM (SELECT sla_pslv.sla_sbsnumber, sla_pslv.sla_methodid, sla_pslv.sla_median, sla_pslv.sla_mean, sla_pslv.sla_maximum, sla_pslv.sla_minimum, sla_pslv.sla_n, sla_pslv.sla_valid, sla_pslv.sla_specificmethodid, sla_pslv.sla_referenceid, sla_pslv.sla_origreferenceid, geo.geo_countryname, geo.geo_utmzone, geo.geo_utmeasting, geo.geo_utmnorthing, sla_pslv.sla_replicates, sla_pslv.sla_stddev, sla_pslv.sla_stderror, sla_pslv.sla_balanceerror, sla_pslv.sla_collectiondate, sla_pslv.sla_comment, sla_pslv.pslv_name FROM (SELECT sla.sla_sbsnumber, sla.sla_methodid, sla.sla_median, sla.sla_mean, sla.sla_maximum, sla.sla_minimum, sla.sla_n, sla.sla_valid, sla.sla_specificmethodid, sla.sla_referenceid, sla.sla_origreferenceid, sla.sla_georeferenceid, sla.sla_replicates, sla.sla_stddev, sla.sla_stderror, sla.sla_balanceerror, sla.sla_collectiondate, sla.sla_comment, pslv.pslv_name FROM (SELECT sbsnumber AS sla_sbsnumber, methodid AS sla_methodid, median AS sla_median, mean AS sla_mean, maximum AS sla_maximum, minimum AS sla_minimum, n AS sla_n, valid AS sla_valid, leafspecificmethodid AS sla_specificmethodid, referenceid AS sla_referenceid, origreferenceid AS sla_origreferenceid, georefid AS sla_georeferenceid, replicates AS sla_replicates, stddeviation AS sla_stddev, stderror AS sla_stderror, balanceerror AS sla_balanceerror, collectiondate AS sla_collectiondate, p_comment AS sla_comment, plantstageid AS sla_plantstageid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, plantstageid, leafspecificmethodid, balanceerror, specificleafareaid FROM specificleafarea natural join taxontosbsassignment WHERE valid IN (-2, 1))) sla FULL JOIN (SELECT plantstageid AS pslv_id, plantstagename AS pslv_name FROM (select plantstageid, plantstagename from plantstage_lv)) pslv ON sla.sla_plantstageid = pslv.pslv_id) sla_pslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname, utm_zone AS geo_utmzone, utm_easting AS geo_utmeasting, utm_northing AS geo_utmnorthing FROM (select * from georef_part)) geo ON sla_pslv.sla_georeferenceid = geo.geo_georefid) sla_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sla_geo.sla_origreferenceid = orf.or_origrefid) sla_orf ON r.ref_referenceid = sla_orf.sla_referenceid) r_sla LEFT JOIN (SELECT leafspecificmethodid AS lfm_id, leafspecificmethodname AS lfm_name FROM (select leafspecificmethodid, leafspecificmethodname from leafspecificmethod_lv)) lfm ON r_sla.sla_specificmethodid = lfm.lfm_id) sla_lfm ON m.m_methodid = sla_lfm.sla_methodid) m_sla ON sbs.sbs_sbsnumber = m_sla.sla_sbsnumber))";;;;;;;;;;;;;;;;;;;;;;;
on Tue Mar 25 17:02:12 CET 2008 .;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
SBS name;general method;single value [mm^2/mg];sample size;valid;leaf specific method;reference;SBS number;original reference;country;UTM zone;UTM easting;UTM northing;mean SLA [mm^2/mg];maximum SLA [mm^2/mg];minimum SLA [mm^2/mg];number of replicates;standard deviation;standard error;balance error [mg];collection date;general comment;plant stage;
Melampyrum pratense;unknown;20.57613169;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;33526;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;20.57613169;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Tilia cordata;unknown;21.7698447;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;34664;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);POLAND;;;;21.7698447;;;10;;;;;OleksynPol_Siemanice, Number of samples and replicates unknown;unknown;
Tilia cordata;unknown;13.17523057;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;34664;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;13.17523057;;;10;;;;;Niinemets_Kull98_Tartu, Number of samples and replicates unknown;unknown;
Tilia cordata;unknown;39.21568627;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;34664;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;39.21568627;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Salix repens;unknown;9.523809524;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32533;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;9.523809524;;;10;;;;;Niinemets_Kull94_Estonia, ssp. rosmarinifolia, Number of samples and replicates unknown;unknown;
Salix myrsinites;unknown;8.592398975;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32555;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;8.592398975;;;10;;;;;Kudo_Cornelissen_Abisko, Number of samples and replicates unknown;unknown;
Salix myrsinites;unknown;10.52631579;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32555;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;10.52631579;;;10;;;;;Kudo_Cornelissen_Latnjajaure, Number of samples and replicates unknown;unknown;
Populus candicans;unknown;10.41666667;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;44620;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;10.41666667;;;10;;;;;Chapin_etc_Toolik_Lake, Number of samples and replicates unknown;unknown;
Anthriscus sylvestris;unknown;42.59886272;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1916;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;42.59886272;;;10;;;;;Kudo_Cornelissen_Abisko, Number of samples and replicates unknown;unknown;
Gymnocarpium dryopteris;unknown;35.48499096;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;355;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;35.48499096;;;10;;;;;Kudo_Cornelissen_Abisko, Number of samples and replicates unknown;unknown;
Picea mariana;unknown;2.564102564;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;685;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;2.564102564;;;10;;;;;Chapin_etc_Toolik_Lake, Number of samples and replicates unknown;unknown;
Achillea erba-rotta s. moschata;unknown;22.22;1;1;unknown;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;6098;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;22.22;;;1;;;;;Diemer_Korner_Austria_high, Number of samples and replicates unknown;unknown;
Senecio incanus;unknown;15.01501502;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;9472;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;15.01501502;;;10;;;;;Diemer_Korner_Austria_high, Number of samples and replicates unknown;unknown;
Pyrola minor;unknown;29.6735905;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;28775;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;29.6735905;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Carum carvi;unknown;26.385;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2331;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;26.385;;;10;;;;;Diemer_Korner_Austria_low, Number of samples and replicates unknown;unknown;
Leontodon hispidus;unknown;22.98850575;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;6638;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;22.98850575;;;10;;;;;Diemer_Korner_Austria_low, Number of samples and replicates unknown;unknown;
Leontodon hispidus;unknown;20;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;6638;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;20;;;10;;;;;Diemer_Korner_Austria_high, Number of samples and replicates unknown;unknown;
Ribes uva-crispa;unknown;34.36426117;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;23138;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;34.36426117;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Ribes uva-crispa;unknown;15.4;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;23138;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);GERMANY;;;;15.4;;;10;;;;;Kuppers_Bayreuth, Number of samples and replicates unknown;unknown;
Polygala vulgaris;unknown;14.68428781;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;28062;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;14.68428781;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Onobrychis arenaria;unknown;8.920606601;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;21876;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;8.920606601;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Berberis vulgaris;unknown;13.15789474;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;11672;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;13.15789474;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Betula papyrifera;unknown;18.18181818;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;11719;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;18.18181818;;;10;;;;;Chapin_etc_Toolik_Lake, Number of samples and replicates unknown;unknown;
Kalmia angustifolia;unknown;8.352941176;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19496;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);CANADA;;;;8.352941176;;;10;;;;;Small1972_OTTAWA, Number of samples and replicates unknown;unknown;
Ledum palustre;unknown;7.936507937;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19499;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;7.936507937;;;10;;;;;Chapin_etc_Toolik_Lake, ssp. groenlandicum, Number of samples and replicates unknown;unknown;
Ledum palustre;unknown;13.69863014;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19499;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;13.69863014;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Ledum palustre;unknown;5.3186299;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19499;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;5.3186299;;;10;;;;;Chapin_etc_Toolik_Lake, Number of samples and replicates unknown;unknown;
Potentilla anserina;unknown;19.12;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;29712;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;19.12;;;10;;;;;Diemer_Korner_Austria_low, Number of samples and replicates unknown;unknown;
Viburnum opulus;unknown;17.54385965;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;15336;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;17.54385965;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Ranunculus ficaria;unknown;31.25;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;26860;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;31.25;;;10;;;;;Diemer_Korner_Austria_low, Number of samples and replicates unknown;unknown;
Helleborus foetidus;unknown;5.940711697;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;27081;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SPAIN;;;;5.940711697;;;10;;;;;Gulias_UIB, Number of samples and replicates unknown;unknown;
Rubus idaeus;unknown;27.02702703;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;29604;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;27.02702703;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Lathyrus vernus;unknown;50;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19847;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;50;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Geum montanum;unknown;14.15580112;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;29982;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;14.15580112;;;10;;;;;Diemer_Korner_Austria_high, Number of samples and replicates unknown;unknown;
Lepidium ruderale;unknown;19.76284585;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;13947;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);RUSSIAN FEDERATION;;;;19.76284585;;;10;;;;;Pyankov_Urals_Yekaterinburg, Number of samples and replicates unknown;unknown;
Crataegus macrocarpa;unknown;9.1;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;29414;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);GERMANY;;;;9.1;;;10;;;;;Kuppers_Bayreuth, Number of samples and replicates unknown;unknown;
Salix alba;unknown;10.1010101;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32638;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;10.1010101;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Rhinanthus minor;unknown;15.23695944;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32892;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;15.23695944;;;10;;;;;Kudo_Cornelissen_Abisko, Number of samples and replicates unknown;unknown;
Luzula arctica;unknown;9.523809524;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;36195;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);UNITED STATES;;;;9.523809524;;;10;;;;;Chapin_etc_Toolik_Lake, Number of samples and replicates unknown;unknown;
Luzula multiflora;unknown;29.33607337;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;36245;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;29.33607337;;;10;;;;;Kudo_Cornelissen_Latnjajaure, Number of samples and replicates unknown;unknown;
Sorbus aria;unknown;11.62790698;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;30087;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;11.62790698;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Datura stramonium;unknown;20.65973803;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;34907;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SPAIN;;;;20.65973803;;;10;;;;;Gulias_UIB, Number of samples and replicates unknown;unknown;
Verbascum sinuatum;unknown;13.66057041;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;33712;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SPAIN;;;;13.66057041;;;10;;;;;Gulias_UIB, Number of samples and replicates unknown;unknown;
Calamagrostis lapponica;unknown;25.71105166;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;41200;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;25.71105166;;;10;;;;;Kudo_Cornelissen_Abisko, Number of samples and replicates unknown;unknown;
Salix triandra;unknown;12.10653753;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;32478;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);ESTONIA;;;;12.10653753;;;10;;;;;Niinemets_Kull94_Estonia, Number of samples and replicates unknown;unknown;
Carex saxatilis;unknown;16.19714662;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;37653;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);SWEDEN;;;;16.19714662;;;10;;;;;Kudo_Cornelissen_Latnjajaure, Number of samples and replicates unknown;unknown;
Doronicum clusii;unknown;20.492;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3276;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;20.492;;;10;;;;;Diemer_Korner_Austria_high, Number of samples and replicates unknown;unknown;
Erigeron acer;unknown;17.85714286;1;1;no leaf rehydration;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3429;Wright, Ian J. et al (2004): The worldwide leaf economics spectrum (iwright@rna.bio.mq.edu.au);AUSTRIA;;;;17.85714286;;;10;;;;;Diemer_Korner_Austria_low, Number of samples and replicates unknown;unknown;
