The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", snp_singlevalue "single value", snp_samples "sample size", snpsm_specificmethodname "reproduction unit measured", ref_refname "reference", snp_mean "average SNP", snp_maximum "maximum SNP", snp_minimum "minimum SNP", snp_median "median SNP", snp_categoryname "seed number category", snp_replicates "number of replicates", snp_stderror "standard error", snp_stddeviation "standard deviation", cmlv_name "counting method", csub_name "counted subunit", snp_collectiondate "collection date", snp_comment "general comment", or_origrefname "original reference", geo_countryname "country" FROM (SELECT CASE WHEN snp_categoryid IS NULL THEN 'not computable' WHEN snp_categoryid = 1 THEN 'seednumber <= 10' WHEN snp_categoryid = 2 THEN '10 < seednumber <= 100' WHEN snp_categoryid = 3 THEN '100 < seednumber <= 1000' WHEN snp_categoryid = 4 THEN '1000 < seednumber <= 10,000' WHEN snp_categoryid = 5 THEN '10,000 < seednumber <= 100,000' ELSE 'seednumber > 100,000' END AS snp_categoryname, snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT CASE WHEN snp_singlevalue IS NULL THEN 0 WHEN snp_singlevalue <= 10 THEN 1 WHEN snp_singlevalue > 10 AND snp_singlevalue <= 100 THEN 2 WHEN snp_singlevalue > 100 AND snp_singlevalue <= 1000 THEN 3 WHEN snp_singlevalue > 1000 AND snp_singlevalue <= 10000 THEN 4 WHEN snp_singlevalue > 10000 AND snp_singlevalue <= 100000 THEN 5 ELSE 6 END AS snp_categoryid, snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT case when snp_median is not null then snp_median when snp_mean is not null then snp_mean when snp_minimum is not null and snp_maximum is not null then (snp_minimum + snp_maximum) / 2 when snp_minimum is not null then snp_minimum when snp_maximum is not null then snp_maximum else null end AS snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, snp_m.m_methodname, snp_m.snp_median, snp_m.snp_mean, snp_m.snp_minimum, snp_m.snp_maximum, snp_m.snp_samples, snp_m.snpsm_specificmethodname, snp_m.ref_refname, snp_m.snp_replicates, snp_m.snp_stderror, snp_m.snp_stddeviation, snp_m.cmlv_name, snp_m.csub_name, snp_m.snp_collectiondate, snp_m.snp_comment, snp_m.or_origrefname, snp_m.geo_countryname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT snp_snpsm.snp_sbsnumber, m.m_methodname, snp_snpsm.snp_median, snp_snpsm.snp_mean, snp_snpsm.snp_minimum, snp_snpsm.snp_maximum, snp_snpsm.snp_samples, snp_snpsm.snpsm_specificmethodname, snp_snpsm.ref_refname, snp_snpsm.snp_replicates, snp_snpsm.snp_stderror, snp_snpsm.snp_stddeviation, snp_snpsm.cmlv_name, snp_snpsm.csub_name, snp_snpsm.snp_collectiondate, snp_snpsm.snp_comment, snp_snpsm.or_origrefname, snp_snpsm.geo_countryname FROM (SELECT snp_r.snp_sbsnumber, snp_r.snp_methodid, snp_r.snp_median, snp_r.snp_mean, snp_r.snp_minimum, snp_r.snp_maximum, snp_r.snp_samples, snpsm.snpsm_specificmethodname, snp_r.ref_refname, snp_r.snp_replicates, snp_r.snp_stderror, snp_r.snp_stddeviation, snp_r.cmlv_name, snp_r.csub_name, snp_r.snp_collectiondate, snp_r.snp_comment, snp_r.or_origrefname, snp_r.geo_countryname FROM (SELECT snp_cmlv.snp_sbsnumber, snp_cmlv.snp_methodid, snp_cmlv.snp_median, snp_cmlv.snp_mean, snp_cmlv.snp_minimum, snp_cmlv.snp_maximum, snp_cmlv.snp_samples, snp_cmlv.snp_specificmethodid, r.ref_refname, snp_cmlv.snp_replicates, snp_cmlv.snp_stderror, snp_cmlv.snp_stddeviation, snp_cmlv.cmlv_name, snp_cmlv.csub_name, snp_cmlv.snp_collectiondate, snp_cmlv.snp_comment, snp_cmlv.or_origrefname, snp_cmlv.geo_countryname FROM (SELECT snp_csub.snp_sbsnumber, snp_csub.snp_methodid, snp_csub.snp_median, snp_csub.snp_mean, snp_csub.snp_minimum, snp_csub.snp_maximum, snp_csub.snp_samples, snp_csub.snp_specificmethodid, snp_csub.snp_referenceid, snp_csub.snp_replicates, snp_csub.snp_stderror, snp_csub.snp_stddeviation, cmlv.cmlv_name, snp_csub.csub_name, snp_csub.snp_collectiondate, snp_csub.snp_comment, snp_csub.or_origrefname, snp_csub.geo_countryname FROM (SELECT snp_orf.snp_sbsnumber, snp_orf.snp_methodid, snp_orf.snp_median, snp_orf.snp_mean, snp_orf.snp_minimum, snp_orf.snp_maximum, snp_orf.snp_samples, snp_orf.snp_specificmethodid, snp_orf.snp_referenceid, snp_orf.snp_replicates, snp_orf.snp_stderror, snp_orf.snp_stddeviation, snp_orf.snp_countingmethodid, csub.csub_name, snp_orf.snp_collectiondate, snp_orf.snp_comment, snp_orf.or_origrefname, snp_orf.geo_countryname FROM (SELECT snp_geo.snp_sbsnumber, snp_geo.snp_methodid, snp_geo.snp_median, snp_geo.snp_mean, snp_geo.snp_minimum, snp_geo.snp_maximum, snp_geo.snp_samples, snp_geo.snp_specificmethodid, snp_geo.snp_referenceid, snp_geo.snp_replicates, snp_geo.snp_stderror, snp_geo.snp_stddeviation, snp_geo.snp_countingmethodid, snp_geo.snp_csuid, snp_geo.snp_collectiondate, snp_geo.snp_comment, orf.or_origrefname, snp_geo.geo_countryname FROM (SELECT snp.snp_sbsnumber, snp.snp_methodid, snp.snp_median, snp.snp_mean, snp.snp_minimum, snp.snp_maximum, snp.snp_samples, snp.snp_specificmethodid, snp.snp_referenceid, snp.snp_replicates, snp.snp_stderror, snp.snp_stddeviation, snp.snp_countingmethodid, snp.snp_csuid, snp.snp_collectiondate, snp.snp_comment, snp.snp_origrefid, geo.geo_countryname FROM (SELECT sbsnumber AS snp_sbsnumber, methodid AS snp_methodid, median AS snp_median, mean AS snp_mean, minimum AS snp_minimum, maximum AS snp_maximum, n AS snp_samples, snpspecificmethodid AS snp_specificmethodid, referenceid AS snp_referenceid, replicates AS snp_replicates, stderror AS snp_stderror, stddeviation AS snp_stddeviation, snpcountingmethodid AS snp_countingmethodid, snpcountedsubunitid AS snp_csuid, collectiondate AS snp_collectiondate, p_comment AS snp_comment, origreferenceid AS snp_origrefid, georefid AS snp_georefid, valid AS snp_valid FROM (SELECT seednumberproductionid, sbsnumber, taxonid, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, batchid, snpspecificmethodid, methodid, referenceid, origreferenceid, snpcountingmethodid, snpcountedsubunitid, georefid, valid, validsince, validuntil, ledaid, habitattypeid FROM seednumberproduction natural join taxontosbsassignment WHERE valid IN (-2, 1))) snp LEFT JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON snp.snp_georefid = geo.geo_georefid) snp_geo LEFT JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON snp_geo.snp_origrefid = orf.or_origrefid) snp_orf LEFT JOIN (SELECT snpcountedsubunitid AS csub_id, snpcountedsubunitname AS csub_name FROM (SELECT snpcountedsubunitid, snpcountedsubunitname from snpcountedsubunit_lv)) csub ON snp_orf.snp_csuid = csub.csub_id) snp_csub LEFT JOIN (SELECT snpcountingmethodid AS cmlv_id, snpcountingmethodname AS cmlv_name FROM (SELECT snpcountingmethodid, snpcountingmethodname from snpcountingmethod_lv)) cmlv ON snp_csub.snp_countingmethodid = cmlv.cmlv_id) snp_cmlv JOIN (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r ON snp_cmlv.snp_referenceid = r.ref_referenceid) snp_r JOIN (SELECT snpspecificmethodid AS snpsm_specificmethodid, snpspecificmethodname AS snpsm_specificmethodname FROM (SELECT * FROM snpspecificmethod_lv)) snpsm ON snp_r.snp_specificmethodid = snpsm.snpsm_specificmethodid) snp_snpsm LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON snp_snpsm.snp_methodid = m.m_methodid) snp_m ON sbs.sbs_sbsnumber = snp_m.snp_sbsnumber)))) ORDER BY sbs_sbsname
on Tue Mar 10 10:54:45 CET 2009 .

SBS name;SBS number;general method;single value;sample size;reproduction unit measured;reference;average SNP;maximum SNP;minimum SNP;median SNP;seed number category;number of replicates;standard error;standard deviation;counting method;counted subunit;collection date;general comment;original reference;country
Chenopodium album;17842;unknown;3123;;per ramet/tussock or individual plant ;BIOPOP April 2005;3123;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Williams, J.T. (1963): Biological Flora of the British Isles. [51(3)];
Chenopodium album;17842;unknown;10100;1;per ramet/tussock or individual plant ;Koch, Werner(1978): Grundlagen der Unkrautbekämpfung [];;20000;200;;10,000 < seednumber <= 100,000;1;;;unknown;unknown;;;Koch, Werner(1978): Grundlagen der Unkrautbekämpfung [];GERMANY
Chenopodium album;17842;estimation (following LEDA data standards);11500;1;per ramet/tussock or individual plant ;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;;20000;3000;;10,000 < seednumber <= 100,000;1;;;estimation ;unknown;;;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;Europe
Chenopodium album;17842;actual measurement;312589;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;312589;;;;seednumber > 100,000;1;;349042.2938;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium album;17842;actual measurement;206018;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;206018;;;;seednumber > 100,000;1;;223003.3497;counting and weighing ;;;ssp. pedunculare, coll.: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium album;17842;actual measurement;1525;;per ramet/tussock or individual plant ;BIOPOP April 2005;;3000;50;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium album;17842;actual measurement;20000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;20000;;;10,000 < seednumber <= 100,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium album;17842;estimation (following LEDA data standards);3100;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;3100;20000;100;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium album;17842;unknown;15586;;per ramet/tussock or individual plant ;BIOPOP April 2005;15586;;;;10,000 < seednumber <= 100,000;;;;unknown;unknown;;;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa;
Chenopodium album;17842;actual measurement;500000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;500000;;;seednumber > 100,000;;;;unknown;unknown;;Value comment: large plant;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium ambrosioides;17719;laboratory/greenhouse/garden experiment;9424;10;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;10098.1;21204;1097;9424;1000 < seednumber <= 10,000;;;;estimation ;single flower inflorescence ;2004-10-12 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chenopodium bonus-henricus;17724;actual measurement (following LEDA data standards);2548;7;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2670.71;3619;2121;2548;1000 < seednumber <= 10,000;;;;counting ;;2003-09-16 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chenopodium bonus-henricus;17724;actual measurement;23441.66667;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;23441.66667;;;;10,000 < seednumber <= 100,000;1;;13889.66351;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium bonus-henricus;17724;estimation (following LEDA data standards);1200;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;1200;;;;1000 < seednumber <= 10,000;1;;;unknown;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium ficifolium;17866;actual measurement;130000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;130000;;;seednumber > 100,000;;;;unknown;unknown;;Value comment: large plant;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium ficifolium;17866;actual measurement (following LEDA data standards);18151;2;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;18151;31963;4339;18151;10,000 < seednumber <= 100,000;;;;counting and weighing ;;2004-08-11 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chenopodium ficifolium;17866;actual measurement;1800;;per ramet/tussock or individual plant ;BIOPOP April 2005;1800;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium ficifolium;17866;actual measurement;4000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;4000;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium glaucum;17874;actual measurement;3000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;3000;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium glaucum;17874;estimation (following LEDA data standards);2800;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;2800;;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium glaucum;17874;actual measurement;110556.3333;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;110556.3333;;;;seednumber > 100,000;1;;90524.93513;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium glaucum;17874;estimation (following LEDA data standards);3000;1;per ramet/tussock or individual plant ;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;;3000;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;Europe
Chenopodium hybridum;17875;estimation (following LEDA data standards);4500;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;4500;15000;1000;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium hybridum;17875;actual measurement;228120.3333;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;228120.3333;;;;seednumber > 100,000;1;;227108.3362;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium hybridum;17875;estimation (following LEDA data standards);8000;1;per ramet/tussock or individual plant ;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;;15000;1000;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;Europe
Chenopodium hybridum;17875;actual measurement;15000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;15000;;;10,000 < seednumber <= 100,000;;;;unknown;unknown;;Value comment: large plant;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium hybridum;17875;actual measurement;4500;;per ramet/tussock or individual plant ;BIOPOP April 2005;;4500;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium hybridum;17875;actual measurement;1000;;per ramet/tussock or individual plant ;BIOPOP April 2005;1000;;;;100 < seednumber <= 1000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium polyspermum;17882;actual measurement;4000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;4000;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chenopodium polyspermum;17882;estimation (following LEDA data standards);4000;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;4000;;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium polyspermum;17882;unknown;100;;per ramet/tussock or individual plant ;BIOPOP April 2005;100;;;;10 < seednumber <= 100;;;;unknown;unknown;;;Wehsarg, O. (1954): Ackerunkräuter. Biologie. Allgemeine Bekämpfung und Einzelbekämpfung [];
Chenopodium polyspermum;17882;estimation (following LEDA data standards);4000;1;per ramet/tussock or individual plant ;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;4000;;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;Europe
Chenopodium polyspermum;17882;actual measurement;264320.6667;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;264320.6667;;;;seednumber > 100,000;1;;300502.6098;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium rubrum;17729;actual measurement;222192.3333;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;222192.3333;;;;seednumber > 100,000;1;;166289.9711;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium rubrum;17729;estimation (following LEDA data standards);3000;1;per ramet/tussock or individual plant ;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;3000;;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen;Europe
Chenopodium rubrum;17729;actual measurement;250000;;per ramet/tussock or individual plant ;BIOPOP April 2005;250000;;;;seednumber > 100,000;;;;unknown;unknown;;;Salisbury, E. J. (1942): The Reproductive Capacity of Plants, G. Bell Publishers, London;UNITED KINGDOM
Chenopodium rubrum;17729;estimation;176300;;per ramet/tussock or individual plant ;BIOPOP April 2005;176300;;;;seednumber > 100,000;;;;unknown;unknown;;;Salisbury, E. J. (1942): The Reproductive Capacity of Plants, G. Bell Publishers, London;UNITED KINGDOM
Chenopodium rubrum;17729;estimation (following LEDA data standards);3000;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;3000;;;;1000 < seednumber <= 10,000;1;;;estimation ;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chenopodium strictum;17718;actual measurement;65467.66667;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;65467.66667;;;;10,000 < seednumber <= 100,000;1;;43220.19246;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium suecicum;17888;actual measurement;79928;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;79928;;;;10,000 < seednumber <= 100,000;1;;69612.86916;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
Chenopodium urbicum;17891;actual measurement (following LEDA data standards);3397;2;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3397;5387;1407;3397;1000 < seednumber <= 10,000;;;;counting and weighing ;;2004-10-04 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chondrilla juncea;5390;actual measurement (following LEDA data standards);616.5;6;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;855.83;2278;403;616.5;100 < seednumber <= 1000;;;;counting and extrapolation ;multiple flower inflorescence ;2004-09-01 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chrysanthemum segetum;3728;actual measurement;3000;;per ramet/tussock or individual plant ;BIOPOP April 2005;;3000;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;Value comment: large plant;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chrysanthemum segetum;3728;actual measurement;1000;;per ramet/tussock or individual plant ;BIOPOP April 2005;1000;;;;100 < seednumber <= 1000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chrysanthemum segetum;3728;estimation (following LEDA data standards);2100;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;2100;;;;1000 < seednumber <= 10,000;1;;;unknown;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Chrysanthemum segetum;3728;actual measurement;1300;;per ramet/tussock or individual plant ;BIOPOP April 2005;;1300;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Chrysanthemum segetum;3728;estimation;426;1;per multiple flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;;426;;;100 < seednumber <= 1000;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): achenes/head;Howarth, S. E.(1972): no title given, publication in Journal of Ecology issue: 60 pages: 573-584 [60];
Chrysosplenium alternifolium;31308;actual measurement (following LEDA data standards);138.5;10;per multiple flower stem;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;175.6;504;63;138.5;100 < seednumber <= 1000;;;;counting ;;2004-05-04 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Chrysosplenium alternifolium;31308;actual measurement;317;10;per ramet/tussock or individual plant ;Source data from University of Bremen,Vegetation Ecology and Conservation Ecology, DE (Kolb), E-Mail: akolb@uni-bremen.de;352.2;;;317;100 < seednumber <= 1000;1;37.657462;119.0833508;counting and extrapolation ;;;Collection period: 2002;Source data from University of Bremen,Vegetation Ecology and Conservation Ecology, DE (Kolb), E-Mail: akolb@uni-bremen.de;GERMANY
Chrysosplenium oppositifolium;31313;actual measurement (following LEDA data standards);35;5;per single flower inflorescence ;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;33.8;41;17;35;10 < seednumber <= 100;;;;counting ;;2004-06-30 00:00:00.0;preaggregated value obtained from single record;;NETHERLANDS
Cicendia filiformis;22974;estimation;291;110;per ramet/tussock or individual plant ;BIOPOP April 2005;291;325;257;;100 < seednumber <= 1000;;;;unknown;unknown;;;Salisbury, E. J. (1942): The Reproductive Capacity of Plants, G. Bell Publishers, London;UNITED KINGDOM
Cicendia filiformis;22974;actual measurement (following LEDA data standards);140.5;10;per ramet/tussock or individual plant ;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;171;314;50;140.5;100 < seednumber <= 1000;;;;counting ;;2004-07-07 00:00:00.0;preaggregated value obtained from single record;;NETHERLANDS
Cicendia filiformis;22974;actual measurement (following LEDA data standards);1862;10;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2047.8;4654;1241;1862;1000 < seednumber <= 10,000;;;;counting and extrapolation ;single flower inflorescence ;2004-09-07 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Cicendia filiformis;22974;estimation;149;1;per single flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;149;;;;100 < seednumber <= 1000;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): mean 149;Salisbury, E. J. (1942): The Reproductive Capacity of Plants, G. Bell Publishers, London;
Cicendia filiformis;22974;estimation;186;1;per single flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;;186;;;100 < seednumber <= 1000;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): -;Salisbury, E. J. (1942): The Reproductive Capacity of Plants, G. Bell Publishers, London;
