The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
40263;observation (like obvious taxonomical traits);Calamagrostis purpurea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40265;observation (like obvious taxonomical traits);Calamagrostis stricta;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40268;observation (like obvious taxonomical traits);Calamagrostis villosa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40551;observation (like obvious taxonomical traits);Anthoxanthum aristatum;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40633;observation (like obvious taxonomical traits);Calamagrostis arundinacea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40637;observation (like obvious taxonomical traits);Calamagrostis pseudophragmites;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40639;observation (like obvious taxonomical traits);Calamagrostis purpurea subsp. pseudopurpurea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40861;observation (like obvious taxonomical traits);Agrostis stolonifera;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40960;observation (like obvious taxonomical traits);Calamagrostis canescens;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40967;observation (like obvious taxonomical traits);Calamagrostis varia;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
41199;observation (like obvious taxonomical traits);Calamagrostis epigejos;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
33779;observation (like obvious taxonomical traits);Verbascum lychnitis;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
35384;observation (like obvious taxonomical traits);Viola canina;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
35403;observation (like obvious taxonomical traits);Viola arvensis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37751;observation (like obvious taxonomical traits);Carex pulicaris;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
38054;observation (like obvious taxonomical traits);Veratrum album;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
38055;observation (like obvious taxonomical traits);Veratrum nigrum;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
38073;observation (like obvious taxonomical traits);Paris quadrifolia;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37208;observation (like obvious taxonomical traits);Cyperus glaber;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37223;observation (like obvious taxonomical traits);Cyperus rotundus;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37602;observation (like obvious taxonomical traits);Cyperus flavescens;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37606;observation (like obvious taxonomical traits);Cyperus fuscus;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
38518;observation (like obvious taxonomical traits);Polygonatum verticillatum;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
38684;observation (like obvious taxonomical traits);Colchicum autumnale;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39063;observation (like obvious taxonomical traits);Lilium martagon;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
41906;observation (like obvious taxonomical traits);Anthoxanthum alpinum;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
41907;observation (like obvious taxonomical traits);Anthoxanthum odoratum;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39099;observation (like obvious taxonomical traits);Convallaria majalis;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37609;observation (like obvious taxonomical traits);Cyperus glomeratus;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
41480;observation (like obvious taxonomical traits);Calamagrostis purpurea s. phragmitoides;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
35276;observation (like obvious taxonomical traits);Viola palustris;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
35309;observation (like obvious taxonomical traits);Viola odorata;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37356;observation (like obvious taxonomical traits);Carex brizoides;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42653;observation (like obvious taxonomical traits);Melica transsilvanica;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43206;observation (like obvious taxonomical traits);Melica nutans;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43212;observation (like obvious taxonomical traits);Milium effusum;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43217;observation (like obvious taxonomical traits);Nardus stricta;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43235;observation (like obvious taxonomical traits);Phalaris coerulescens;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39121;observation (like obvious taxonomical traits);Fritillaria meleagris;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39243;observation (like obvious taxonomical traits);Allium ursinum;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39411;observation (like obvious taxonomical traits);Najas marina;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39413;observation (like obvious taxonomical traits);Najas minor;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39421;observation (like obvious taxonomical traits);Najas flexilis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39603;observation (like obvious taxonomical traits);Epipactis atrorubens;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39608;observation (like obvious taxonomical traits);Epipactis confusa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39609;observation (like obvious taxonomical traits);Epipactis helleborine;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39614;observation (like obvious taxonomical traits);Epipactis leptochila;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39620;observation (like obvious taxonomical traits);Epipactis microphylla;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39622;observation (like obvious taxonomical traits);Epipactis muelleri;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39624;observation (like obvious taxonomical traits);Epipactis palustris;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39626;observation (like obvious taxonomical traits);Epipactis phyllanthes;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39627;observation (like obvious taxonomical traits);Epipactis purpurata;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39636;observation (like obvious taxonomical traits);Goodyera repens;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42334;observation (like obvious taxonomical traits);Poa nemoralis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42396;observation (like obvious taxonomical traits);Phalaris arundinacea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42398;observation (like obvious taxonomical traits);Phalaris minor;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42412;observation (like obvious taxonomical traits);Phragmites australis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42479;observation (like obvious taxonomical traits);Melica ciliata;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42485;observation (like obvious taxonomical traits);Melica picta;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42491;observation (like obvious taxonomical traits);Milium vernale;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42495;observation (like obvious taxonomical traits);Molinia caerulea;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42881;observation (like obvious taxonomical traits);Phalaris canariensis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
42882;observation (like obvious taxonomical traits);Phalaris paradoxa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44912;observation (like obvious taxonomical traits);Arenaria serpyllifolia s. leptoclados;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45341;observation (like obvious taxonomical traits);Aconitum variegatum s. paniculatum;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45374;observation (like obvious taxonomical traits);Anemone narcissifolia;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45406;observation (like obvious taxonomical traits);Ranunculus strigulosus;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45589;observation (like obvious taxonomical traits);Pseudofumaria lutea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45759;observation (like obvious taxonomical traits);Cardamine pratensis s. matthioli;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45874;observation (like obvious taxonomical traits);Aconitum napellus s. tauricum;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
45875;observation (like obvious taxonomical traits);Aconitum napellus s. firmum;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
50039;observation (like obvious taxonomical traits);Rhinanthus glacialis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
58698;observation (like obvious taxonomical traits);Rubus fruticosus ag. L.;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
59373;observation (like obvious taxonomical traits);Taraxacum Sec. Ruderalia;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
60665;observation (like obvious taxonomical traits);delete species;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39669;observation (like obvious taxonomical traits);Ophrys apifera;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39695;observation (like obvious taxonomical traits);Ophrys fusca;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39703;observation (like obvious taxonomical traits);Ophrys insectifera;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39719;observation (like obvious taxonomical traits);Ophrys sphegodes;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39740;observation (like obvious taxonomical traits);Orchis coriophora;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39755;observation (like obvious taxonomical traits);Orchis mascula;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39762;observation (like obvious taxonomical traits);Orchis morio;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39766;observation (like obvious taxonomical traits);Orchis pallens;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39779;observation (like obvious taxonomical traits);Orchis tridentata;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39783;observation (like obvious taxonomical traits);Orchis ustulata;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39786;observation (like obvious taxonomical traits);Platanthera bifolia;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39789;observation (like obvious taxonomical traits);Platanthera chlorantha;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39947;observation (like obvious taxonomical traits);Listera cordata;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39948;observation (like obvious taxonomical traits);Listera ovata;Tufts and crowns, leaves concentrated as a rosette at the top of taller shoot or vegetative stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
39967;observation (like obvious taxonomical traits);Ophrys bertolonii;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40042;observation (like obvious taxonomical traits);Orchis militaris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40052;observation (like obvious taxonomical traits);Orchis purpurea;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
40058;observation (like obvious taxonomical traits);Orchis simia;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
156;observation (like obvious taxonomical traits);Asplenium ruta-muraria;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
160;observation (like obvious taxonomical traits);Blechnum spicant;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
166;observation (like obvious taxonomical traits);Equisetum arvense;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
174;observation (like obvious taxonomical traits);Equisetum palustre;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
175;observation (like obvious taxonomical traits);Equisetum pratense;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
179;observation (like obvious taxonomical traits);Equisetum sylvaticum;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
180;observation (like obvious taxonomical traits);Equisetum telmateia;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
184;observation (like obvious taxonomical traits);Equisetum variegatum;shoot scarcely foliated ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2808;observation (like obvious taxonomical traits);Bellis perennis;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2883;observation (like obvious taxonomical traits);Centaurea phrygia;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2927;observation (like obvious taxonomical traits);Centaurea leucophaea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2931;observation (like obvious taxonomical traits);Centaurea nigrescens;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2942;observation (like obvious taxonomical traits);Centaurea stenolepis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2945;observation (like obvious taxonomical traits);Carlina vulgaris s. vulgaris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2960;observation (like obvious taxonomical traits);Centaurea calcitrapa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3061;observation (like obvious taxonomical traits);Cichorium endivia;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3071;observation (like obvious taxonomical traits);Crepis capillaris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3084;observation (like obvious taxonomical traits);Crepis tectorum;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3112;observation (like obvious taxonomical traits);Centaurea jacea;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3132;observation (like obvious taxonomical traits);Centaurea cyanus;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3405;observation (like obvious taxonomical traits);Crepis foetida;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3419;observation (like obvious taxonomical traits);Crepis zacintha;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3444;observation (like obvious taxonomical traits);Centaurea solstitialis;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3540;observation (like obvious taxonomical traits);Bellis annua;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
