The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bclv3_name "buds in layer >10 cm", bclv4_name "buds in layer 1-10cm", bclv6_name "buds in layer -10-0cm", bclv7_name "buds in layer < -10cm", bclv1_name "buds above ground", bclv5_name "buds at soil surface", bclv2_name "buds below ground", bbv_valid "valid", sbs_sbsnumber "SBS number" FROM (SELECT sbs_bbv.bbv_valid, m.m_methodname, sbs_bbv.sbs_sbsnumber, sbs_bbv.sbs_sbsname, sbs_bbv.ref_refname, sbs_bbv.bclv3_name, sbs_bbv.bclv4_name, sbs_bbv.bclv6_name, sbs_bbv.bclv7_name, sbs_bbv.bclv1_name, sbs_bbv.bclv5_name, sbs_bbv.bclv2_name, sbs_bbv.bbv_sbsnumber FROM (SELECT r_bbv.bbv_valid, r_bbv.bbv_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbv.ref_refname, r_bbv.bclv3_name, r_bbv.bclv4_name, r_bbv.bclv6_name, r_bbv.bclv7_name, r_bbv.bclv1_name, r_bbv.bclv5_name, r_bbv.bclv2_name, r_bbv.bbv_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbv_bclv3.bbv_sbsnumber, bbv_bclv3.bbv_valid, bbv_bclv3.bbv_methodid, r.ref_refname, bbv_bclv3.bclv3_name, bbv_bclv3.bclv4_name, bbv_bclv3.bclv6_name, bbv_bclv3.bclv7_name, bbv_bclv3.bclv1_name, bbv_bclv3.bclv5_name, bbv_bclv3.bclv2_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbv_bclv4.bbv_sbsnumber, bbv_bclv4.bbv_valid, bbv_bclv4.bbv_methodid, bbv_bclv4.bbv_referenceid, bclv3.bclv3_name, bbv_bclv4.bclv4_name, bbv_bclv4.bclv6_name, bbv_bclv4.bclv7_name, bbv_bclv4.bclv1_name, bbv_bclv4.bclv5_name, bbv_bclv4.bclv2_name FROM (SELECT bbv_bclv6.bbv_sbsnumber, bbv_bclv6.bbv_valid, bbv_bclv6.bbv_methodid, bbv_bclv6.bbv_referenceid, bbv_bclv6.bbv_aboveupperid, bclv4.bclv4_name, bbv_bclv6.bclv6_name, bbv_bclv6.bclv7_name, bbv_bclv6.bclv1_name, bbv_bclv6.bclv5_name, bbv_bclv6.bclv2_name FROM (SELECT bbv_bclv7.bbv_sbsnumber, bbv_bclv7.bbv_valid, bbv_bclv7.bbv_methodid, bbv_bclv7.bbv_referenceid, bbv_bclv7.bbv_aboveupperid, bbv_bclv7.bbv_abovelowerid, bclv6.bclv6_name, bbv_bclv7.bclv7_name, bbv_bclv7.bclv1_name, bbv_bclv7.bclv5_name, bbv_bclv7.bclv2_name FROM (SELECT bbv_bcflv1.bbv_sbsnumber, bbv_bcflv1.bbv_valid, bbv_bcflv1.bbv_methodid, bbv_bcflv1.bbv_referenceid, bbv_bcflv1.bbv_aboveupperid, bbv_bcflv1.bbv_abovelowerid, bbv_bcflv1.bbv_belowupperid, bclv7.bclv7_name, bbv_bcflv1.bclv1_name, bbv_bcflv1.bclv5_name, bbv_bcflv1.bclv2_name FROM (SELECT bbv_bclv5.bbv_sbsnumber, bbv_bclv5.bbv_valid, bbv_bclv5.bbv_methodid, bbv_bclv5.bbv_referenceid, bbv_bclv5.bbv_aboveupperid, bbv_bclv5.bbv_abovelowerid, bbv_bclv5.bbv_belowupperid, bbv_bclv5.bbv_belowlowerid, bcflv1.bclv1_name, bbv_bclv5.bclv5_name, bbv_bclv5.bclv2_name FROM (SELECT bbv_bclv2.bbv_sbsnumber, bbv_bclv2.bbv_valid, bbv_bclv2.bbv_methodid, bbv_bclv2.bbv_referenceid, bbv_bclv2.bbv_aboveupperid, bbv_bclv2.bbv_abovelowerid, bbv_bclv2.bbv_belowupperid, bbv_bclv2.bbv_belowlowerid, bbv_bclv2.bbv_aboveid, bclv5.bclv5_name, bbv_bclv2.bclv2_name FROM (SELECT bbv.bbv_sbsnumber, bbv.bbv_valid, bbv.bbv_methodid, bbv.bbv_referenceid, bbv.bbv_aboveupperid, bbv.bbv_abovelowerid, bbv.bbv_belowupperid, bbv.bbv_belowlowerid, bbv.bbv_aboveid, bbv.bbv_soilsurfaceid, bclv2.bclv2_name FROM (SELECT sbsnumber AS bbv_sbsnumber, valid AS bbv_valid, methodid AS bbv_methodid, referenceid AS bbv_referenceid, above_upper_typeid AS bbv_aboveupperid, above_lower_typeid AS bbv_abovelowerid, below_upper_typeid AS bbv_belowupperid, below_lower_typeid AS bbv_belowlowerid, above_ground_typeid AS bbv_aboveid, soilsurface_typeid AS bbv_soilsurfaceid, below_ground_typeid AS bbv_belowid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankverticaldistributionid
from budbankverticaldistribution natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbv FULL JOIN (SELECT budsperclonalfragmentid AS bclv2_id, budsperclonalfragmentname AS bclv2_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv2 ON bbv.bbv_belowid = bclv2.bclv2_id) bbv_bclv2 FULL JOIN (SELECT budsperclonalfragmentid AS bclv5_id, budsperclonalfragmentname AS bclv5_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv5 ON bbv_bclv2.bbv_soilsurfaceid = bclv5.bclv5_id) bbv_bclv5 FULL JOIN (SELECT budsperclonalfragmentid AS bclv1_id, budsperclonalfragmentname AS bclv1_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bcflv1 ON bbv_bclv5.bbv_aboveid = bcflv1.bclv1_id) bbv_bcflv1 FULL JOIN (SELECT budsperclonalfragmentid AS bclv7_id, budsperclonalfragmentname AS bclv7_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv7 ON bbv_bcflv1.bbv_belowlowerid = bclv7.bclv7_id) bbv_bclv7 FULL JOIN (SELECT budsperclonalfragmentid AS bclv6_id, budsperclonalfragmentname AS bclv6_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv6 ON bbv_bclv7.bbv_belowupperid = bclv6.bclv6_id) bbv_bclv6 FULL JOIN (SELECT budsperclonalfragmentid AS bclv4_id, budsperclonalfragmentname AS bclv4_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv4 ON bbv_bclv6.bbv_abovelowerid = bclv4.bclv4_id) bbv_bclv4 FULL JOIN (SELECT budsperclonalfragmentid AS bclv3_id, budsperclonalfragmentname AS bclv3_name FROM (select budsperclonalfragmentid, budsperclonalfragmentname from budsperclonalfragment_lv)) bclv3 ON bbv_bclv4.bbv_aboveupperid = bclv3.bclv3_id) bbv_bclv3 ON r.ref_referenceid = bbv_bclv3.bbv_referenceid) r_bbv ON sbs.sbs_sbsnumber = r_bbv.bbv_sbsnumber) sbs_bbv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbv.bbv_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:16:11 CET 2008 .

general method;SBS name;reference;buds in layer >10 cm;buds in layer 1-10cm;buds in layer -10-0cm;buds in layer < -10cm;buds above ground;buds at soil surface;buds below ground;valid;SBS number
derivation from photos or drawings;Epimedium alpinum;CLO-PLA test records from June 2005;none;>10;none;1-10;>=0;none;0-10;0;11679
derivation from photos or drawings;Epipactis atrorubens;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39603
observation (like obvious taxonomical traits);Epipactis atrorubens;CLO-PLA test records from June 2005;none;1-10;1-10;none;0-10;1-10;0-10;0;39603
derivation from photos or drawings;Epipactis helleborine;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39609
derivation from photos or drawings;Epipactis helleborine;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39609
observation (like obvious taxonomical traits);Epipactis helleborine;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39609
observation (like obvious taxonomical traits);Epipactis helleborine;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;39609
derivation from photos or drawings;Epipactis helleborine;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39609
derivation from photos or drawings;Epipactis leptochila;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39614
derivation from photos or drawings;Epipactis microphylla;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39620
observation (like obvious taxonomical traits);Epipactis microphylla;CLO-PLA test records from June 2005;>10;>10;1-10;1-10;1-10;1-10;1-10;0;39620
derivation from photos or drawings;Epipactis muelleri;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39622
derivation from photos or drawings;Epipactis palustris;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39624
derivation from photos or drawings;Epipactis purpurata;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39627
observation (like obvious taxonomical traits);Epipactis purpurata;CLO-PLA test records from June 2005;>10;>10;1-10;1-10;1-10;1-10;1-10;0;39627
derivation from photos or drawings;Epipogium aphyllum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;39630
derivation from photos or drawings;Eragrostis cilianensis;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;42261
derivation from photos or drawings;Eragrostis minor;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;41786
derivation from photos or drawings;Eragrostis pilosa;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;40736
derivation from photos or drawings;Eranthis hyemalis;CLO-PLA test records from June 2005;none;1-10;none;none;0-10;none;none;0;27181
derivation from photos or drawings;Eranthis hyemalis;CLO-PLA test records from June 2005;none;1-10;none;none;0-10;none;none;0;27181
observation (like obvious taxonomical traits);Erica arborea;CLO-PLA test records from June 2005;none;none;;>10;none;;>10;0;19540
observation (like obvious taxonomical traits);Erica ciliaris;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;19544
derivation from photos or drawings;Erica cinerea;CLO-PLA test records from June 2005;none;>10;>10;>10;>=0;1-10;>10;0;19545
unknown;Erica cinerea;CLO-PLA test records from June 2005;;;>10;>10;;;>10;0;19545
observation (like obvious taxonomical traits);Erica cinerea;CLO-PLA test records from June 2005;none;none;>10;>10;>=0;>10;>10;0;19545
derivation from photos or drawings;Erica herbacea;CLO-PLA test records from June 2005;none;>10;>10;>10;>=0;1-10;>10;0;19550
observation (like obvious taxonomical traits);Erica herbacea;CLO-PLA test records from June 2005;none;none;>10;>10;>=0;>10;>10;0;19550
observation (like obvious taxonomical traits);Erica mackaiana;CLO-PLA test records from June 2005;none;>10;>10;>10;>=0;>10;>10;0;19554
derivation from photos or drawings;Erica tetralix;CLO-PLA test records from June 2005;none;>10;>10;>10;>=0;1-10;>10;0;19489
observation (like obvious taxonomical traits);Erica tetralix;CLO-PLA test records from June 2005;none;>10;>10;>10;>=0;>10;>10;0;19489
derivation from photos or drawings;Erigeron alpinus;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;2651
derivation from photos or drawings;Erigeron annuus;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;5070
derivation from photos or drawings;Erigeron annuus;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;5070
derivation from photos or drawings;Erigeron atticus;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;6101
observation (like obvious taxonomical traits);Erigeron borealis;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;4210
derivation from photos or drawings;Erigeron gaudinii;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;5343
derivation from photos or drawings;Erigeron glabratus;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;3862
derivation from photos or drawings;Erigeron neglectus;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;2654
derivation from photos or drawings;Erigeron uniflorus;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;2653
derivation from photos or drawings;Erigeron uniflorus;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;2653
derivation from photos or drawings;Erigeron uniflorus;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;2653
observation (like obvious taxonomical traits);Erigeron uniflorus;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;2653
derivation from photos or drawings;Erigeron uniflorus;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;2653
derivation from photos or drawings;Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;none;1-10;0;37550
derivation from photos or drawings;Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;none;none;>=0;1-10;none;0;37550
observation (like obvious taxonomical traits);Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37550
observation (like obvious taxonomical traits);Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;none;none;>=0;1-10;none;0;37550
unknown;Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;;;>=0;;;0;37550
observation (like obvious taxonomical traits);Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;none;none;>=0;1-10;none;0;37550
observation (like obvious taxonomical traits);Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;1-10;none;>=0;1-10;0-10;0;37550
observation (like obvious taxonomical traits);Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;;;>=0;;;0;37550
derivation from photos or drawings;Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37550
derivation from photos or drawings;Eriophorum angustifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37550
derivation from photos or drawings;Eriophorum gracile;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37137
derivation from photos or drawings;Eriophorum latifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37555
derivation from photos or drawings;Eriophorum latifolium;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37555
derivation from photos or drawings;Eriophorum scheuchzeri;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37141
derivation from photos or drawings;Eriophorum scheuchzeri;CLO-PLA test records from June 2005;none;>10;none;none;>=0;1-10;none;0;37141
derivation from photos or drawings;Eriophorum vaginatum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37560
observation (like obvious taxonomical traits);Eriophorum vaginatum;CLO-PLA test records from June 2005;none;>10;;;>=0;>10;;0;37560
derivation from photos or drawings;Eriophorum vaginatum;CLO-PLA test records from June 2005;none;>10;none;none;>=0;none;none;0;37560
observation (like obvious taxonomical traits);Eriophorum vaginatum;CLO-PLA test records from June 2005;none;>10;none;none;>=0;1-10;none;0;37560
unknown;Eriophorum vaginatum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;37560
observation (like obvious taxonomical traits);Eritrichium nanum;CLO-PLA test records from June 2005;none;none;>10;none;>=0;>10;>=0;0;12115
derivation from photos or drawings;Erodium cicutarium;CLO-PLA test records from June 2005;none;none;1-10;none;0-10;1-10;0-10;0;22675
derivation from photos or drawings;Erodium cicutarium;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;22675
derivation from photos or drawings;Erodium cicutarium;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;22675
derivation from photos or drawings;Erophila verna;CLO-PLA test records from June 2005;none;none;1-10;none;0-10;1-10;0-10;0;14075
derivation from photos or drawings;Erophila verna;CLO-PLA test records from June 2005;none;none;none;none;0-10;1-10;none;0;14075
derivation from photos or drawings;Erophila verna;CLO-PLA test records from June 2005;none;none;none;none;0-10;1-10;none;0;14075
derivation from photos or drawings;Erucastrum gallicum;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;13240
derivation from photos or drawings;Erucastrum gallicum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;13240
derivation from photos or drawings;Erucastrum nasturtiifolium;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;12804
derivation from photos or drawings;Erucastrum nasturtiifolium;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;12804
derivation from photos or drawings;Eryngium campestre;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;1324
observation (like obvious taxonomical traits);Eryngium campestre;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;1324
derivation from photos or drawings;Eryngium maritimum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;1328
observation (like obvious taxonomical traits);Eryngium maritimum;CLO-PLA test records from June 2005;none;>10;;;>=0;1-10;;0;1328
derivation from photos or drawings;Eryngium maritimum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;1328
derivation from photos or drawings;Eryngium planum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;1329
derivation from photos or drawings;Eryngium planum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;1329
derivation from photos or drawings;Erysimum cheiranthoides;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;14097
derivation from photos or drawings;Erysimum cheiranthoides;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;14097
derivation from photos or drawings;Erysimum crepidifolium;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;13679
derivation from photos or drawings;Erysimum crepidifolium;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;13679
derivation from photos or drawings;Erysimum diffusum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;12812
observation (like obvious taxonomical traits);Erysimum diffusum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;12812
observation (like obvious taxonomical traits);Erysimum diffusum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;12812
derivation from photos or drawings;Erysimum marschallianum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;14107
derivation from photos or drawings;Erysimum odoratum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;13255
derivation from photos or drawings;Erysimum odoratum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;13255
derivation from photos or drawings;Erysimum repandum;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;14514
derivation from photos or drawings;Erysimum virgatum;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;14121
observation (like obvious taxonomical traits);Erythronium dens-canis;CLO-PLA test records from June 2005;none;1-10;;;0-10;;;0;39107
observation (like obvious taxonomical traits);Erythronium dens-canis;CLO-PLA test records from June 2005;none;1-10;none;none;0-10;none;none;0;39107
observation (like obvious taxonomical traits);Erythronium dens-canis;CLO-PLA test records from June 2005;none;1-10;;;0-10;;;0;39107
derivation from photos or drawings;Eschscholzia californica;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;25478
derivation from photos or drawings;Eschscholzia californica;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;25478
derivation from photos or drawings;Eupatorium cannabinum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;3585
derivation from photos or drawings;Eupatorium cannabinum;CLO-PLA test records from June 2005;none;>10;1-10;>10;>=0;1-10;1-10;0;3585
derivation from photos or drawings;Eupatorium cannabinum;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;3585
derivation from photos or drawings;Euphorbia amygdaloides;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20294
derivation from photos or drawings;Euphorbia amygdaloides;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20294
derivation from photos or drawings;Euphorbia amygdaloides;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20294
observation (like obvious taxonomical traits);Euphorbia amygdaloides;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20294
derivation from photos or drawings;Euphorbia amygdaloides;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20294
derivation from photos or drawings;Euphorbia brittingeri;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20281
derivation from photos or drawings;Euphorbia brittingeri;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20281
derivation from photos or drawings;Euphorbia cyparissias;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20238
derivation from photos or drawings;Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20238
derivation from photos or drawings;Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20238
observation (like obvious taxonomical traits);Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;>10;1-10;>=0;1-10;1-10;0;20238
observation (like obvious taxonomical traits);Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;>10;1-10;>=0;1-10;1-10;0;20238
observation (like obvious taxonomical traits);Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20238
observation (like obvious taxonomical traits);Euphorbia cyparissias;CLO-PLA test records from June 2005;none;>10;>10;1-10;>=0;1-10;1-10;0;20238
derivation from photos or drawings;Euphorbia dulcis;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20247
derivation from photos or drawings;Euphorbia dulcis;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20247
observation (like obvious taxonomical traits);Euphorbia dulcis;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20247
derivation from photos or drawings;Euphorbia epithymoides;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20254
observation (like obvious taxonomical traits);Euphorbia epithymoides;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20254
derivation from photos or drawings;Euphorbia esula;CLO-PLA test records from June 2005;1-10;1-10;1-10;1-10;1-10;1-10;1-10;0;20227
derivation from photos or drawings;Euphorbia esula;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20227
unknown;Euphorbia esula;CLO-PLA test records from June 2005;1-10;1-10;1-10;1-10;1-10;1-10;1-10;0;20227
observation (like obvious taxonomical traits);Euphorbia esula;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20227
observation (like obvious taxonomical traits);Euphorbia esula;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20227
derivation from photos or drawings;Euphorbia esula;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20227
derivation from photos or drawings;Euphorbia esula;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20227
derivation from photos or drawings;Euphorbia exigua;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20206
derivation from photos or drawings;Euphorbia exigua;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20206
derivation from photos or drawings;Euphorbia exigua;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20206
observation (like obvious taxonomical traits);Euphorbia exigua;CLO-PLA test records from June 2005;none;none;1-10;1-10;none;none;1-10;0;20206
derivation from photos or drawings;Euphorbia falcata;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20208
derivation from photos or drawings;Euphorbia helioscopia;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20189
observation (like obvious taxonomical traits);Euphorbia helioscopia;CLO-PLA test records from June 2005;none;none;1-10;1-10;none;none;1-10;0;20189
observation (like obvious taxonomical traits);Euphorbia helioscopia;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20189
derivation from photos or drawings;Euphorbia humifusa;CLO-PLA test records from June 2005;none;none;1-10;none;>=0;>10;0-10;0;20193
observation (like obvious taxonomical traits);Euphorbia lathyris;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20168
observation (like obvious taxonomical traits);Euphorbia lathyris;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20168
observation (like obvious taxonomical traits);Euphorbia lathyris;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20168
derivation from photos or drawings;Euphorbia lucida;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20175
derivation from photos or drawings;Euphorbia lucida;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20175
observation (like obvious taxonomical traits);Euphorbia myrsinites;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20156
observation (like obvious taxonomical traits);Euphorbia myrsinites;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20156
observation (like obvious taxonomical traits);Euphorbia myrsinites;CLO-PLA test records from June 2005;none;none;1-10;1-10;>=0;>10;1-10;0;20156
derivation from photos or drawings;Euphorbia palustris;CLO-PLA test records from June 2005;none;1-10;1-10;1-10;0-10;1-10;1-10;0;20139
derivation from photos or drawings;Euphorbia palustris;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20139
observation (like obvious taxonomical traits);Euphorbia palustris;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20139
derivation from photos or drawings;Euphorbia palustris;CLO-PLA test records from June 2005;none;>10;1-10;1-10;>=0;1-10;1-10;0;20139
derivation from photos or drawings;Euphorbia peplus;CLO-PLA test records from June 2005;none;none;1-10;1-10;0-10;1-10;1-10;0;20109
observation (like obvious taxonomical traits);Euphorbia peplus;CLO-PLA test records from June 2005;none;none;1-10;1-10;none;none;1-10;0;20109
