The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
29316;unknown;Prunus spinosa;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
29349;unknown;Potentilla recta;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
29391;unknown;Aphanes arvensis;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
20238;unknown;Euphorbia cyparissias;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
23973;unknown;Origanum vulgare;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
24023;unknown;Stachys sylvatica;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
24142;unknown;Ajuga genevensis;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
24182;unknown;Lamium album;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
24189;unknown;Lamium maculatum;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
24218;unknown;Clinopodium vulgare;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
13947;unknown;Lepidium ruderale;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
13952;unknown;Lepidium virginicum;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
20346;unknown;Vicia hirsuta;Lianas and climbers;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
20357;unknown;Vicia sepium;Lianas and climbers;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
17252;unknown;Silene noctiflora;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
17356;unknown;Cerastium glomeratum;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
17539;unknown;Saponaria officinalis;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
29512;unknown;Agrimonia eupatoria;Stem erect ;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
18911;unknown;Convolvulus arvensis;Lianas and climbers;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
18945;unknown;Calystegia sepium;Lianas and climbers;;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. ÷kologie N. F
31949;unknown;Galium album;Stem erect ;;1;BIOPOP April 2005;Mˆrchen, G. (1965): Wuchsformen heimischer Rubiaceen.
31967;unknown;Sherardia arvensis;Stem erect ;;1;BIOPOP April 2005;Mˆrchen, G. (1965): Wuchsformen heimischer Rubiaceen.
26860;unknown;Ranunculus ficaria;Stem ascending to prostrate ;;1;BIOPOP April 2005;Taylor, K. (1978): Biological flora of the British Isles: Ranunculus ficaria L.
14291;unknown;Barbarea vulgaris;Stem erect ;;1;BIOPOP April 2005;Sebald, O.(1990): Die Farn- und Bl¸tenpflanzen Baden-W¸rttembergs
25840;unknown;Oxalis corniculata;Stem erect ;;1;BIOPOP April 2005;Sebald, O.(1990): Die Farn- und Bl¸tenpflanzen Baden-W¸rttembergs
33807;unknown;Veronica filiformis;Stem prostrate ;;1;BIOPOP April 2005;M¸ller, N. (1993): Synanthrope Ausbreitung und Vergesellschaftung des Fadenfˆrmigen Ehrenpreises - Veronica filiformis Smith.
37296;unknown;Carex hirta;Stem erect ;;1;BIOPOP April 2005;Kutschera, L. (1982): Wurzelatlas mitteleurop‰ischer Gr¸nlandpflanzen. Band 1. Monocotyledonae
24650;unknown;Glechoma hederacea;Stem erect ;;1;BIOPOP April 2005;Korsmo, E. (1930): Unkr‰uter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
27829;unknown;Plantago major;Stem erect ;;1;BIOPOP April 2005;Sagar, G. R. (1964): Biological flora of the British Isles: Plantago major L., P. media L. and P. lanceolata L.
27860;unknown;Plantago lanceolata;Stem erect ;;1;BIOPOP April 2005;Sagar, G. R. (1964): Biological flora of the British Isles: Plantago major L., P. media L. and P. lanceolata L.
32792;unknown;Veronica chamaedrys;Stem erect ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
30583;unknown;Potentilla sterilis;Stem erect ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
35355;unknown;Viola hirta;Stem erect ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
1643;unknown;Pimpinella saxifraga;Stem erect ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
16247;unknown;Moehringia trinervia;Stem prostrate ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
24666;unknown;Lamiastrum galeobdolon;Stem erect ;;1;BIOPOP April 2005;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
20595;unknown;Medicago lupulina;Stem erect ;;1;BIOPOP April 2005;Turkington, R. A. (1979): The biology of Canadian weeds. 33: Medicago lupulina L.
20595;unknown;Medicago lupulina;Stem prostrate ;;1;BIOPOP April 2005;Turkington, R. A. (1979): The biology of Canadian weeds. 33: Medicago lupulina L.
18911;unknown;Convolvulus arvensis;Stem prostrate ;;1;BIOPOP April 2005;Weaver, S. E. (1982): The biology of Canadian weeds. 53. Convolvulus arvensis L.
18911;unknown;Convolvulus arvensis;Lianas and climbers;;1;BIOPOP April 2005;Weaver, S. E. (1982): The biology of Canadian weeds. 53. Convolvulus arvensis L.
26075;unknown;Epilobium angustifolium;Stem erect ;;1;BIOPOP April 2005;Broderick, D.H. (1990): The biology of Canadian weeds. 93. Epilobium angustifolium L. (Onagraceae).
9413;unknown;Sonchus asper;Stem erect ;;1;BIOPOP April 2005;Hutchinson, I.(1984): The biology of Canadian weeds. 63. Sonchus asper (L.) Hill and S. oleraceus L.
9413;unknown;Sonchus asper;Stem erect ;;1;BIOPOP April 2005;Hutchinson, I.(1984): The biology of Canadian weeds. 63. Sonchus asper (L.) Hill and S. oleraceus L.
44027;unknown;Typha angustifolia;Stem erect ;;1;BIOPOP April 2005;Grace, J. B. (1986): The biology of Canadian weeds. 73 Typha latifolia L., Typha angustifolia L. and Typha xglauca Godr.
44041;unknown;Typha latifolia;Stem erect ;;1;BIOPOP April 2005;Grace, J. B. (1986): The biology of Canadian weeds. 73 Typha latifolia L., Typha angustifolia L. and Typha xglauca Godr.
32792;unknown;Veronica chamaedrys;Stem erect ;;1;BIOPOP April 2005;Harris, G. R. (1980): Adventitious root formation in Veronica spp.
33807;unknown;Veronica filiformis;Stem prostrate ;;1;BIOPOP April 2005;Harris, G. R. (1980): Adventitious root formation in Veronica spp.
33737;unknown;Veronica persica;Stem prostrate ;;1;BIOPOP April 2005;Harris, G. R. (1980): Adventitious root formation in Veronica spp.
33302;unknown;Veronica arvensis;Stem erect ;;1;BIOPOP April 2005;Harris, G. R. (1980): Adventitious root formation in Veronica spp.
21420;unknown;Melilotus alba;Stem erect ;;1;BIOPOP April 2005;Turkington, R. A. (1978): The biology of Canadian weeds. 29. Melilotus alba Desr. and M. officinalis (L.) Lam.
43702;unknown;Hordeum jubatum;Stem erect ;;1;BIOPOP April 2005;Best, K. F.(1978): The biology of Canadian weeds. 31. Hordeum jubatum L.
27506;unknown;Rumex crispus;Stem erect ;;1;BIOPOP April 2005;Baskin, J. M. (1978): A contribution to the germination ecology of Rumex crispus L.
41688;unknown;Bromus tectorum;Stem erect ;;1;BIOPOP April 2005;Upadhyaya, M. K.(1986): The biology of Canadian weeds. 75. Bromus tectorum L.
13313;unknown;Cardaria draba;Stem prostrate ;;1;BIOPOP April 2005;Mulligan, G. A. (1974): The biology of Canadian weeds. 3. Cardaria draba, C. chalepensis and C. pubescens.
13313;unknown;Cardaria draba;Stem erect ;;1;BIOPOP April 2005;Mulligan, G. A. (1974): The biology of Canadian weeds. 3. Cardaria draba, C. chalepensis and C. pubescens.
42613;unknown;Holcus lanatus;Stem ascending to prostrate ;;1;BIOPOP April 2005;Thompson, J.D. (1988): The biology of Canadian weeds. 82. Holcus lanatus L.
42613;unknown;Holcus lanatus;Stem erect ;;1;BIOPOP April 2005;Thompson, J.D. (1988): The biology of Canadian weeds. 82. Holcus lanatus L.
26770;unknown;Ranunculus repens;Stem erect ;;1;BIOPOP April 2005;Lovett Doust, J.(1990): The biology of Canadian weeds. 95. Ranunculus repens.
5486;unknown;Artemisia absinthium;Stem erect ;;1;BIOPOP April 2005;Maw, M. G.(1985): The biology of Canadian weeds. 66. Artemisia absinthium L.
27829;unknown;Plantago major;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hawthorn, W. R. (1974): The biology of Canadian weeds.  4.  Plantago major and P.  rugelii.
24813;unknown;Teucrium chamaedrys;Stem erect ;;1;BIOPOP April 2005;K‰stner, A. (1986): Beitr‰ge zur Wuchsformendifferenzierung und systematischen Gliederung von Teucrium L. .  V.  Wuchsformen und Verbreitung von Arten der Verwandschaftskreise von T.  marum und T.  chamaedrys sect.  Chamaedrys.
58698;unknown;Rubus fruticosus ag. L.;Stem erect ;;1;BIOPOP April 2005;Rauh, W. (1937): Die Bildung von Hypokotyl- und Wurzelsprossen und ihre Bedeutung f¸r die Wuchsformen der Pflanzen.
31956;unknown;Galium aparine;Lianas and climbers;;1;BIOPOP April 2005;Schneller, J. J. (1975): Untersuchungen an einheimischen Farnen, insbesondere der Dryopteris filix-mas-Gruppe.  3. Teil ÷kologische Untersuchungen.
36357;unknown;Tamus communis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
36357;unknown;Tamus communis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31719;unknown;Galium tricornutum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31719;unknown;Galium tricornutum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31775;unknown;Galium spurium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31775;unknown;Galium spurium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31956;unknown;Galium aparine;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31956;unknown;Galium aparine;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30108;unknown;Rubus caesius;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30108;unknown;Rubus caesius;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
35041;unknown;Solanum dulcamara;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
35041;unknown;Solanum dulcamara;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
45620;unknown;Ceratocapnos claviculata;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
44736;unknown;Fallopia convolvulus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
44736;unknown;Fallopia convolvulus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
44738;unknown;Fallopia dumetorum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
44738;unknown;Fallopia dumetorum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
2449;unknown;Hedera helix;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
2449;unknown;Hedera helix;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18474;unknown;Bryonia alba;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18474;unknown;Bryonia alba;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18478;unknown;Bryonia cretica s. dioica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18478;unknown;Bryonia cretica s. dioica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27205;unknown;Clematis vitalba;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27205;unknown;Clematis vitalba;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27310;unknown;Clematis alpina;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27310;unknown;Clematis alpina;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21294;unknown;Lathyrus aphaca;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21294;unknown;Lathyrus aphaca;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21355;unknown;Lathyrus pratensis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21355;unknown;Lathyrus pratensis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21816;unknown;Lathyrus palustris;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21816;unknown;Lathyrus palustris;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21923;unknown;Lathyrus hirsutus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21923;unknown;Lathyrus hirsutus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21926;unknown;Lathyrus japonicus subsp. maritimus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21926;unknown;Lathyrus japonicus subsp. maritimus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21598;unknown;Vicia villosa;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21606;unknown;Vicia dumetorum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21606;unknown;Vicia dumetorum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20898;unknown;Lathyrus sylvestris;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20898;unknown;Lathyrus sylvestris;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15368;unknown;Lonicera caprifolium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15385;unknown;Lonicera periclymenum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15385;unknown;Lonicera periclymenum;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19593;unknown;Vicia sativa s. nigra;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19593;unknown;Vicia sativa s. nigra;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19692;unknown;Vicia cassubica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19692;unknown;Vicia cassubica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22123;unknown;Vicia tenuifolia;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14697;unknown;Humulus lupulus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14697;unknown;Humulus lupulus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22128;unknown;Vicia cracca;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22140;unknown;Vicia pisiformis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22140;unknown;Vicia pisiformis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22147;unknown;Vicia tetrasperma;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22147;unknown;Vicia tetrasperma;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19845;unknown;Lathyrus tuberosus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19845;unknown;Lathyrus tuberosus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21002;unknown;Lathyrus latifolius;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21002;unknown;Lathyrus latifolius;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20346;unknown;Vicia hirsuta;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20346;unknown;Vicia hirsuta;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20357;unknown;Vicia sepium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20357;unknown;Vicia sepium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20360;unknown;Vicia sylvatica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20360;unknown;Vicia sylvatica;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20500;unknown;Lathyrus laevigatus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20500;unknown;Lathyrus laevigatus;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18911;unknown;Convolvulus arvensis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18911;unknown;Convolvulus arvensis;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18945;unknown;Calystegia sepium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18945;unknown;Calystegia sepium;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18975;unknown;Calystegia pulchra;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18975;unknown;Calystegia pulchra;Lianas and climbers;;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31232;observation (like obvious taxonomical traits);Dryas octopetala;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
31321;observation (like obvious taxonomical traits);Saxifraga aizoides;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
31429;observation (like obvious taxonomical traits);Saxifraga stellaris;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32740;observation (like obvious taxonomical traits);Veronica serpyllifolia;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35907;observation (like obvious taxonomical traits);Juncus alpinus s. alpinus;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35925;observation (like obvious taxonomical traits);Juncus castaneus;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35947;observation (like obvious taxonomical traits);Juncus biglumis;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
36023;observation (like obvious taxonomical traits);Juncus filiformis;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
36209;observation (like obvious taxonomical traits);Juncus trifidus;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
36240;observation (like obvious taxonomical traits);Luzula spicata;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
