The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", pls_name "plant lifespan", pls_category1 "PLS 1", pls_category2 "PLS 2", ref_refname "reference", pls_genname "gen. plant life span", or_origrefname "original reference" FROM (SELECT case pls_category2id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category2, pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname FROM (SELECT case pls_category1id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, pls_category2id, ref_refname, pls_genname, or_origrefname FROM (SELECT r_pls.pls_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, category1of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category1id, category2of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category2id, r_pls.ref_refname, r_pls.pls_genname, r_pls.or_origrefname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pls_orf.pls_sbsnumber, pls_orf.pls_name, pls_orf.pls_categoryid, r.ref_refname, pls_orf.pls_genname, pls_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pls.pls_sbsnumber, pls.pls_name, pls.pls_categoryid, pls.pls_referenceid, pls.pls_genname, orf.or_origrefname FROM (SELECT sbsnumber AS pls_sbsnumber, plantlifespanname AS pls_name, plantlifespantypeid AS pls_categoryid, referenceid AS pls_referenceid, genplantlifespanname AS pls_genname, origreferenceid AS pls_origreferenceid FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, p_comment, plantlifespantypeid, genplantlifespantypeid, plantlifespanname, genplantlifespanname, plantlifespanid
FROM
	(SELECT plantlifespanid, taxonid, referenceid, origreferenceid, batchid, p_comment, a.plantlifespantypeid, a.plantlifespantypename AS plantlifespanname, b.plantlifespantypename AS genplantlifespanname, b.plantlifespantypeid AS genplantlifespantypeid
	FROM
		(SELECT * FROM PLANTLIFESPAN NATURAL JOIN PLANTLIFESPANTYPE_LV) a
		JOIN
		PLANTLIFESPANTYPE_LV b
		ON a.plantlifespantypeid - MOD(a.plantlifespantypeid,10) = b.plantlifespantypeid
	)
	NATURAL JOIN
	TAXONTOSBSASSIGNMENT)) pls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pls.pls_origreferenceid = orf.or_origrefid) pls_orf ON r.ref_referenceid = pls_orf.pls_referenceid) r_pls ON sbs.sbs_sbsnumber = r_pls.pls_sbsnumber GROUP BY pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname)))
on Mon Oct 27 17:56:48 CET 2008 .

SBS name;SBS number;plant lifespan;PLS 1;PLS 2;reference;gen. plant life span;original reference
Rhinanthus minor;32892;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Rhinanthus minor;32892;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Kelly, D. (1989): Demography of short-lived plants in chalk grassland. I. Life cycle variation in annuals and strict biennials. [77]
Odontites verna;33007;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Kickxia spuria;33129;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Euphrasia officinalis;33149;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Euphrasia officinalis;33149;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Euphrasia officinalis;33149;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Euphrasia stricta;33166;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Euphrasia alpina;33184;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bellardia trixago;33193;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Chaenorhinum minus;33202;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Veronica peregrina;33270;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Veronica arvensis;33302;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Veronica hederifolia;33317;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Rhinanthus angustifolius;33452;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Rhinanthus angustifolius;33452;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Parentucellia viscosa;33509;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Gratiola neglecta;33591;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Euphrasia nemorosa;33614;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Kelly, D. (1989): Demography of short-lived plants in chalk grassland. I. Life cycle variation in annuals and strict biennials. [77]
Euphrasia nemorosa;33614;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Odontites verna s. serotina;33736;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Veronica persica;33737;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Misopates orontium;34219;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Parentucellia latifolia;34247;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Euphrasia micrantha;34307;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Euphrasia frigida;34486;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Tribulus terrestris;34540;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Valerianella eriocarpa;34768;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Valerianella rimosa;34795;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Valerianella dentata;34825;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Datura stramonium;34907;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Datura stramonium;34907;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Nicotiana tabacum;34910;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Nicotiana tabacum;34910;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Nicotiana rustica;34935;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Nicotiana rustica;34935;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Solanum sarrachoides;34939;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Hyoscyamus niger;34956;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Hyoscyamus niger;34956;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Solanum nigrum;34958;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Physalis philadelphica;34980;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Datura innoxia;34991;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Datura ferox;35049;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Physalis angulata;35075;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Physalis angulata;35075;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Capsicum annuum;35076;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Capsicum annuum;35076;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Viola arvensis;35403;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Doohan, D. J. (1992): The biology of Canadian weeds. 99. Viola arvensis Murr.
Commelina communis;35783;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus bulbosus;36026;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus capitatus;36042;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus pygmaeus;36048;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus ranarius;36052;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus tenageia;36111;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Juncus tenuis;36112;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Graebner, P.(1934): Lebensgeschichte der Bl¸tenpflanzen Mitteleuropas [80-221]
Juncus bufonius;36128;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Eleocharis ovata;37118;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Fimbristylis annua;37144;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Cyperus glaber;37208;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Cyperus flavescens;37602;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Cyperus fuscus;37606;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Cyperus glomeratus;37609;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Najas marina;39411;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Najas minor;39413;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Najas flexilis;39421;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus hordeaceus;40361;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus japonicus;40365;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus squarrosus;40372;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus sterilis;40373;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Bromus sterilis;40373;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Avena fatua;40425;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Aegilops neglecta;40461;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Aegilops triuncialis;40521;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Anthoxanthum aristatum;40551;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Avena barbata;40564;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Avena strigosa;40565;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus arvensis;40609;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Bromus arvensis;40609;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus secalinus;40610;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus intermedius;40621;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Digitaria ischaemum;40681;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Kirchner, O. v.(1936): Lebensgeschichte der Bl¸tenpflanzen Mitteleuropas
Digitaria ischaemum;40681;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Digitaria sanguinalis;40683;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Eleusine indica;40688;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Eleusine indica;40688;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Eragrostis pilosa;40736;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Gastridium ventricosum;40811;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Aira caryophyllea;40866;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Aira caryophyllea;40866;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Alopecurus aequalis;40867;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Alopecurus aequalis;40867;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Apera spica-venti;40884;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus commutatus;40941;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus madritensis;40949;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus racemosus;40951;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Desmazeria rigida;40985;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Aegilops geniculata;41112;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Alopecurus myosuroides;41138;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Avena sativa;41151;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Avena sativa;41151;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus scoparius;41194;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Cynosurus echinatus;41222;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Echinochloa colonum;41247;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Avena sterilis;41440;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus brachystachys;41455;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Aira elegantissima;41628;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Aira praecox;41629;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Alopecurus geniculatus;41635;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
