The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", lfm_name "leaf specific method", ldc_singlevalue "single value [mg/g]", ldc_n "sample size", ldc_valid "valid", ref_refname "reference", sbs_sbsnumber "SBS number", pslv_name "plant stage", lflv_name "leaf state", ldc_mean "mean LMDC [mg/g]", ldc_maximum "maximum LDMC [mg/g]", ldc_minimum "minimum LDMC [mg/g]", ldc_replicates "number of replicates", ldc_stddev "standard deviation", ldc_stderror "standard error", ldc_balanceerror "balance error [mg]", ldc_collectiondate "collection date", ldc_comment "general comment", or_origrefname "original reference", eun_habcodeandname "EUNIS habitat code and name", geo_countryname "country", geo_utmzone "UTM zone", geo_utmeasting "UTM easting", geo_comment "georeference comment", geo_utmnorthing "UTM northing" FROM (SELECT case when ldc_median is not null then ldc_median when ldc_mean is not null then ldc_mean when ldc_minimum is not null and ldc_maximum is not null then (ldc_minimum + ldc_maximum) / 2 when ldc_minimum is not null then ldc_minimum when ldc_maximum is not null then ldc_maximum else null end AS ldc_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lfm_name, ldc_mean, ldc_minimum, ldc_maximum, ldc_n, ldc_valid, ref_refname, pslv_name, lflv_name, ldc_replicates, ldc_stddev, ldc_stderror, ldc_balanceerror, ldc_collectiondate, ldc_comment, or_origrefname, eun_habcodeandname, geo_countryname, geo_utmzone, geo_utmeasting, geo_comment, geo_utmnorthing, ldc_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ldmc.m_methodname, m_ldmc.lfm_name, m_ldmc.ldc_median, m_ldmc.ldc_mean, m_ldmc.ldc_minimum, m_ldmc.ldc_maximum, m_ldmc.ldc_n, m_ldmc.ldc_valid, m_ldmc.ref_refname, m_ldmc.pslv_name, m_ldmc.lflv_name, m_ldmc.ldc_replicates, m_ldmc.ldc_stddev, m_ldmc.ldc_stderror, m_ldmc.ldc_balanceerror, m_ldmc.ldc_collectiondate, m_ldmc.ldc_comment, m_ldmc.or_origrefname, m_ldmc.eun_habcodeandname, m_ldmc.geo_countryname, m_ldmc.geo_utmzone, m_ldmc.geo_utmeasting, m_ldmc.geo_comment, m_ldmc.geo_utmnorthing, m_ldmc.ldc_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT ldmc_lfm.ldc_sbsnumber, m.m_methodname, ldmc_lfm.lfm_name, ldmc_lfm.ldc_median, ldmc_lfm.ldc_mean, ldmc_lfm.ldc_minimum, ldmc_lfm.ldc_maximum, ldmc_lfm.ldc_n, ldmc_lfm.ldc_valid, ldmc_lfm.ref_refname, ldmc_lfm.pslv_name, ldmc_lfm.lflv_name, ldmc_lfm.ldc_replicates, ldmc_lfm.ldc_stddev, ldmc_lfm.ldc_stderror, ldmc_lfm.ldc_balanceerror, ldmc_lfm.ldc_collectiondate, ldmc_lfm.ldc_comment, ldmc_lfm.or_origrefname, ldmc_lfm.eun_habcodeandname, ldmc_lfm.geo_countryname, ldmc_lfm.geo_utmzone, ldmc_lfm.geo_utmeasting, ldmc_lfm.geo_comment, ldmc_lfm.geo_utmnorthing FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT r_ldmc.ldc_sbsnumber, r_ldmc.ldc_methodid, lfm.lfm_name, r_ldmc.ldc_median, r_ldmc.ldc_mean, r_ldmc.ldc_minimum, r_ldmc.ldc_maximum, r_ldmc.ldc_n, r_ldmc.ldc_valid, r_ldmc.ref_refname, r_ldmc.pslv_name, r_ldmc.lflv_name, r_ldmc.ldc_replicates, r_ldmc.ldc_stddev, r_ldmc.ldc_stderror, r_ldmc.ldc_balanceerror, r_ldmc.ldc_collectiondate, r_ldmc.ldc_comment, r_ldmc.or_origrefname, r_ldmc.eun_habcodeandname, r_ldmc.geo_countryname, r_ldmc.geo_utmzone, r_ldmc.geo_utmeasting, r_ldmc.geo_comment, r_ldmc.geo_utmnorthing FROM (SELECT ldmc_pslv.ldc_sbsnumber, ldmc_pslv.ldc_methodid, ldmc_pslv.ldc_specificmethodid, ldmc_pslv.ldc_median, ldmc_pslv.ldc_mean, ldmc_pslv.ldc_minimum, ldmc_pslv.ldc_maximum, ldmc_pslv.ldc_n, ldmc_pslv.ldc_valid, r.ref_refname, ldmc_pslv.pslv_name, ldmc_pslv.lflv_name, ldmc_pslv.ldc_replicates, ldmc_pslv.ldc_stddev, ldmc_pslv.ldc_stderror, ldmc_pslv.ldc_balanceerror, ldmc_pslv.ldc_collectiondate, ldmc_pslv.ldc_comment, ldmc_pslv.or_origrefname, ldmc_pslv.eun_habcodeandname, ldmc_pslv.geo_countryname, ldmc_pslv.geo_utmzone, ldmc_pslv.geo_utmeasting, ldmc_pslv.geo_comment, ldmc_pslv.geo_utmnorthing FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ldmc_lflv.ldc_sbsnumber, ldmc_lflv.ldc_methodid, ldmc_lflv.ldc_specificmethodid, ldmc_lflv.ldc_median, ldmc_lflv.ldc_mean, ldmc_lflv.ldc_minimum, ldmc_lflv.ldc_maximum, ldmc_lflv.ldc_n, ldmc_lflv.ldc_valid, ldmc_lflv.ldc_referenceid, pslv.pslv_name, ldmc_lflv.lflv_name, ldmc_lflv.ldc_replicates, ldmc_lflv.ldc_stddev, ldmc_lflv.ldc_stderror, ldmc_lflv.ldc_balanceerror, ldmc_lflv.ldc_collectiondate, ldmc_lflv.ldc_comment, ldmc_lflv.or_origrefname, ldmc_lflv.eun_habcodeandname, ldmc_lflv.geo_countryname, ldmc_lflv.geo_utmzone, ldmc_lflv.geo_utmeasting, ldmc_lflv.geo_comment, ldmc_lflv.geo_utmnorthing FROM (SELECT ldmc_orf.ldc_sbsnumber, ldmc_orf.ldc_methodid, ldmc_orf.ldc_specificmethodid, ldmc_orf.ldc_median, ldmc_orf.ldc_mean, ldmc_orf.ldc_minimum, ldmc_orf.ldc_maximum, ldmc_orf.ldc_n, ldmc_orf.ldc_valid, ldmc_orf.ldc_referenceid, ldmc_orf.ldc_plantstageid, lflv.lflv_name, ldmc_orf.ldc_replicates, ldmc_orf.ldc_stddev, ldmc_orf.ldc_stderror, ldmc_orf.ldc_balanceerror, ldmc_orf.ldc_collectiondate, ldmc_orf.ldc_comment, ldmc_orf.or_origrefname, ldmc_orf.eun_habcodeandname, ldmc_orf.geo_countryname, ldmc_orf.geo_utmzone, ldmc_orf.geo_utmeasting, ldmc_orf.geo_comment, ldmc_orf.geo_utmnorthing FROM (SELECT ldmc_hab.ldc_sbsnumber, ldmc_hab.ldc_methodid, ldmc_hab.ldc_specificmethodid, ldmc_hab.ldc_median, ldmc_hab.ldc_mean, ldmc_hab.ldc_minimum, ldmc_hab.ldc_maximum, ldmc_hab.ldc_n, ldmc_hab.ldc_valid, ldmc_hab.ldc_referenceid, ldmc_hab.ldc_plantstageid, ldmc_hab.ldc_leafformid, ldmc_hab.ldc_replicates, ldmc_hab.ldc_stddev, ldmc_hab.ldc_stderror, ldmc_hab.ldc_balanceerror, ldmc_hab.ldc_collectiondate, ldmc_hab.ldc_comment, orf.or_origrefname, ldmc_hab.eun_habcodeandname, ldmc_hab.geo_countryname, ldmc_hab.geo_utmzone, ldmc_hab.geo_utmeasting, ldmc_hab.geo_comment, ldmc_hab.geo_utmnorthing FROM (SELECT ldmc_geo.ldc_sbsnumber, ldmc_geo.ldc_methodid, ldmc_geo.ldc_specificmethodid, ldmc_geo.ldc_median, ldmc_geo.ldc_mean, ldmc_geo.ldc_minimum, ldmc_geo.ldc_maximum, ldmc_geo.ldc_n, ldmc_geo.ldc_valid, ldmc_geo.ldc_referenceid, ldmc_geo.ldc_plantstageid, ldmc_geo.ldc_leafformid, ldmc_geo.ldc_replicates, ldmc_geo.ldc_stddev, ldmc_geo.ldc_stderror, ldmc_geo.ldc_balanceerror, ldmc_geo.ldc_collectiondate, ldmc_geo.ldc_comment, ldmc_geo.ldc_origreferenceid, hab_eun.eun_habcodeandname, ldmc_geo.geo_countryname, ldmc_geo.geo_utmzone, ldmc_geo.geo_utmeasting, ldmc_geo.geo_comment, ldmc_geo.geo_utmnorthing FROM (SELECT ldmc.ldc_sbsnumber, ldmc.ldc_methodid, ldmc.ldc_specificmethodid, ldmc.ldc_median, ldmc.ldc_mean, ldmc.ldc_minimum, ldmc.ldc_maximum, ldmc.ldc_n, ldmc.ldc_valid, ldmc.ldc_referenceid, ldmc.ldc_plantstageid, ldmc.ldc_leafformid, ldmc.ldc_replicates, ldmc.ldc_stddev, ldmc.ldc_stderror, ldmc.ldc_balanceerror, ldmc.ldc_collectiondate, ldmc.ldc_comment, ldmc.ldc_origreferenceid, ldmc.ldc_habitattypeid, geo.geo_countryname, geo.geo_utmzone, geo.geo_utmeasting, geo.geo_comment, geo.geo_utmnorthing FROM (SELECT sbsnumber AS ldc_sbsnumber, methodid AS ldc_methodid, leafspecificmethodid AS ldc_specificmethodid, median AS ldc_median, mean AS ldc_mean, minimum AS ldc_minimum, maximum AS ldc_maximum, n AS ldc_n, valid AS ldc_valid, referenceid AS ldc_referenceid, plantstageid AS ldc_plantstageid, leafformid AS ldc_leafformid, replicates AS ldc_replicates, stddeviation AS ldc_stddev, stderror AS ldc_stderror, balanceerror AS ldc_balanceerror, collectiondate AS ldc_collectiondate, p_comment AS ldc_comment, origreferenceid AS ldc_origreferenceid, habitattypeid AS ldc_habitattypeid, georefid AS ldc_georeferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, plantstageid, leafspecificmethodid, balanceerror, leafdrymattercontentid FROM leafdrymattercontent natural join taxontosbsassignment WHERE valid IN (-2, 1))) ldmc FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname, utm_zone AS geo_utmzone, utm_easting AS geo_utmeasting, georef_comment AS geo_comment, utm_northing AS geo_utmnorthing FROM (select * from georef_part)) geo ON ldmc.ldc_georeferenceid = geo.geo_georefid) ldmc_geo FULL JOIN (SELECT hab.hab_habitattypeid, eun.eun_habcodeandname FROM (SELECT habitattypeid AS hab_habitattypeid, eunishabitattypeid AS hab_eunisid FROM (select * from habtype_base)) hab FULL JOIN (SELECT eunishabitattypeid AS eun_habitattypeid, eunishabitattypecodeandname AS eun_habcodeandname FROM (SELECT eunishabitattypeid, eunishabitattypename, eunishabitattypecode, eunishabitattypecodeandname FROM eunishabitattype_lv)) eun ON hab.hab_eunisid = eun.eun_habitattypeid) hab_eun ON ldmc_geo.ldc_habitattypeid = hab_eun.hab_habitattypeid) ldmc_hab FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ldmc_hab.ldc_origreferenceid = orf.or_origrefid) ldmc_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ldmc_orf.ldc_leafformid = lflv.lflv_id) ldmc_lflv FULL JOIN (SELECT plantstageid AS pslv_id, plantstagename AS pslv_name FROM (select plantstageid, plantstagename from plantstage_lv)) pslv ON ldmc_lflv.ldc_plantstageid = pslv.pslv_id) ldmc_pslv ON r.ref_referenceid = ldmc_pslv.ldc_referenceid) r_ldmc LEFT JOIN (SELECT leafspecificmethodid AS lfm_id, leafspecificmethodname AS lfm_name FROM (select leafspecificmethodid, leafspecificmethodname from leafspecificmethod_lv)) lfm ON r_ldmc.ldc_specificmethodid = lfm.lfm_id) ldmc_lfm ON m.m_methodid = ldmc_lfm.ldc_methodid) m_ldmc ON sbs.sbs_sbsnumber = m_ldmc.ldc_sbsnumber)) ORDER BY sbs_sbsname
on Tue Mar 25 17:06:17 CET 2008 .

SBS name;general method;leaf specific method;single value [mg/g];sample size;valid;reference;SBS number;plant stage;leaf state;mean LMDC [mg/g];maximum LDMC [mg/g];minimum LDMC [mg/g];number of replicates;standard deviation;standard error;balance error [mg];collection date;general comment;original reference;EUNIS habitat code and name;country;UTM zone;UTM easting;georeference comment;UTM northing
Cerastium alpinum;actual measurement (following LEDA data standards);no leaf rehydration;201.15;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;16895;adult;with petiole and rachis;200.94;245.99;148.73;1;;;;2005-07-21 00:00:00.0;Preaggregated data obtained from single record. ;;D4   - Base-rich fens;NORWAY;32;608420;Hessdalen 11;6951863
Cerastium arvense;actual measurement;leaf rehydration;194.46;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;16782;adult;without petiole and rachis;196.89;226.47;172.71;2;;;0;2004-05-13 00:00:00.0;Preaggregated data obtained from single record. rehydration (GARNIER);;;GERMANY;;;national park Müritz;
Cerastium cerastoides;actual measurement (following LEDA data standards);no leaf rehydration;268.82;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;17207;adult;with petiole and rachis;283.24;388.39;222.22;1;;;;2005-07-22 00:00:00.0;Preaggregated data obtained from single record. ;;E4   - Alpine and subalpine grasslands;NORWAY;32;608440;Hessdalen 12;6951940
Cerastium cerastoides;actual measurement (following LEDA data standards);no leaf rehydration;185.8;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;17207;adult;with petiole and rachis;179.83;218.7;129;8;;;;2003-08-20 00:00:00.0;Preaggregated data obtained from single record. 8-14 leaves per sample;;E4   - Alpine and subalpine grasslands;NORWAY;32;604700;Hessdalen;6958700
Cerastium diffusum;actual measurement;leaf rehydration;134;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16473;adult;without petiole and rachis;134;;;2;;;;1996-06-03 00:00:00.0;;;;UNITED KINGDOM;;;Rowsley sidings, Derbys;
Cerastium diffusum;actual measurement;leaf rehydration;175;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16473;adult;without petiole and rachis;175;;;1;;;;1997-08-24 00:00:00.0;;;;UNITED KINGDOM;;;Sheffield;
Cerastium diffusum;actual measurement;leaf rehydration;176;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16473;adult;without petiole and rachis;176;;;1;;;;1997-07-27 00:00:00.0;;;;UNITED KINGDOM;;;Rowsley;
Cerastium fontanum;actual measurement;leaf rehydration;140;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16798;adult;without petiole and rachis;140;;;2;;;;;;;;UNITED KINGDOM;;;;
Cerastium fontanum;actual measurement;leaf rehydration;116;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16798;adult;without petiole and rachis;116;;;2;;;;2004-10-17 00:00:00.0;;;;ITALY;;;Saronno;
Cerastium fontanum;actual measurement;leaf rehydration;147;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16798;adult;without petiole and rachis;147;;;2;;;;2004-10-13 00:00:00.0;;;;ITALY;;;Cremona;
Cerastium fontanum;actual measurement;leaf rehydration;118;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;16798;adult;without petiole and rachis;118;;;2;;;;1996-06-10 00:00:00.0;;;;UNITED KINGDOM;;;Surprise view;
Cerastium fontanum s. vulgare;actual measurement (following LEDA data standards);no leaf rehydration;177.3;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;44993;adult;with petiole and rachis;174.8;190.02;157.07;1;;;0;2003-07-15 00:00:00.0;Preaggregated data obtained from single record. ;;J    - Constructed. industrial and other artificial habitats;GERMANY;32;482811;Bremen, NW-Germany;5883875
Cerastium glomeratum;actual measurement;leaf rehydration;186;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17356;adult;without petiole and rachis;186;;;2;;;;1996-05-23 00:00:00.0;;;;UNITED KINGDOM;;;Lindrick quarry;
Cerastium glomeratum;actual measurement;leaf rehydration;115;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17356;adult;without petiole and rachis;115;;;2;;;;1996-05-21 00:00:00.0;;;;UNITED KINGDOM;;;Hathersage;
Cerastium glomeratum;actual measurement;leaf rehydration;127;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17356;adult;without petiole and rachis;127;;;2;;;;1996-05-21 00:00:00.0;;;;UNITED KINGDOM;;;Sheffield;
Cerastium glomeratum;actual measurement;leaf rehydration;192.94;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;17356;adult;without petiole and rachis;193.61;249.98;112.46;2;;;0;2003-06-11 00:00:00.0;Preaggregated data obtained from single record. rehydration (GARNIER);;E3.4 - Moist or wet eutrophic and mesotrophic grassland;GERMANY;33;350131;national park Müritz;5924046
Cerastium pumilum;actual measurement (following LEDA data standards);no leaf rehydration;120.28;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;16863;adult;with petiole and rachis;125.98;162.75;101.74;2;;;0;2004-05-12 00:00:00.0;Preaggregated data obtained from single record. ;;J2.6 - Disused rural constructions;GERMANY;;;O-7 disused rail network Munich city (Bavaria);
Cerastium semidecandrum;actual measurement;leaf rehydration;211;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;15651;adult;without petiole and rachis;211;;;2;;;;1996-05-23 00:00:00.0;;;;UNITED KINGDOM;;;Lindrick quarry;
Cerastium semidecandrum;actual measurement;leaf rehydration;145;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;15651;adult;without petiole and rachis;145;;;2;;;;1996-05-23 00:00:00.0;;;;UNITED KINGDOM;;;Manton;
Cerastium semidecandrum;actual measurement;leaf rehydration;197;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;15651;adult;without petiole and rachis;197;;;2;;;;1996-06-03 00:00:00.0;;;;UNITED KINGDOM;;;Lathkill Dale;
Cerastium tomentosum;actual measurement (following LEDA data standards);no leaf rehydration;223.97;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;16387;adult;with petiole and rachis;233.86;284.42;200.46;2;;;0;2005-06-15 00:00:00.0;Preaggregated data obtained from single record. ;;H    - Inland unvegetated or sparsely vegetated habitats;SWEDEN;;;Visby, Gotland Sweden;
Ceratocapnos claviculata;actual measurement (following LEDA data standards);no leaf rehydration;79.6;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;45620;adult;with petiole and rachis;80.96;88.43;74.56;2;;;0;2004-05-04 00:00:00.0;Preaggregated data obtained from single record. ;;G1.A - Meso- and eutrophic [Quercus]. [Carpinus]. [Fraxinus]. [Acer]. [Tilia]. [Ulmus] and related woodland;GERMANY;32;437393;P 212 Gristede (Landkreis Ammerland);5898075
Ceratocapnos claviculata;actual measurement (following LEDA data standards);no leaf rehydration;85.37;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;45620;adult;without petiole and rachis;86.21;96.67;79.29;2;;;0;2004-05-04 00:00:00.0;Preaggregated data obtained from single record. ;;G1.A - Meso- and eutrophic [Quercus]. [Carpinus]. [Fraxinus]. [Acer]. [Tilia]. [Ulmus] and related woodland;GERMANY;32;437393;P 212 Gristede (Landkreis Ammerland);5898075
Ceratophyllum demersum;actual measurement (following LEDA data standards);no leaf rehydration;148.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;17691;adult;without petiole and rachis;148.5;155.22;143.1;2;;;;;Preaggregated data obtained from single record. ;;C1.6 - Temporary lakes. ponds and pools (wet phase);GERMANY;;;Mecklenburg-Vorpommern;
Ceratophyllum demersum;actual measurement;leaf rehydration;127;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17691;adult;without petiole and rachis;127;;;2;;;;1996-09-27 00:00:00.0;;;;UNITED KINGDOM;;;Killamarsh;
Ceratophyllum demersum;actual measurement;leaf rehydration;111;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17691;adult;without petiole and rachis;111;;;2;;;;1996-09-09 00:00:00.0;;;;UNITED KINGDOM;;;Sheffield;
Chaenorhinum minus;actual measurement (following LEDA data standards);no leaf rehydration;107.64;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;33202;adult;with petiole and rachis;106.84;139.15;72.93;2;;;0;2004-07-13 00:00:00.0;Preaggregated data obtained from single record. ;;I1.3 - Arable land with unmixed crops grown by low-intensity agricultural methods;GERMANY;32;507089;P 385 weed communities in farmland, Bühleberge (Swabian Alb);5354408
Chaenorhinum minus;actual measurement;leaf rehydration;121;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;33202;adult;without petiole and rachis;121;;;2;;;;1996-07-08 00:00:00.0;;;;UNITED KINGDOM;;;Warsop Vale;
Chaenorhinum minus;actual measurement;leaf rehydration;135;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;33202;adult;without petiole and rachis;135;;;2;;;;1996-08-08 00:00:00.0;;;;UNITED KINGDOM;;;Doncaster;
Chaenorhinum minus;actual measurement;leaf rehydration;132;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;33202;adult;without petiole and rachis;132;;;2;;;;1996-08-08 00:00:00.0;;;;UNITED KINGDOM;;;Totley, Sheffield;
Chaerophyllum bulbosum;laboratory/greenhouse/garden experiment;no leaf rehydration;264.21;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1394;adult;with petiole and rachis;262.15;287.3;213.9;2;;;0;2005-06-08 00:00:00.0;Preaggregated data obtained from single record. ;;;GERMANY;;;P 210 University of Oldenburg, Botanical Garden;
Chaerophyllum hirsutum;actual measurement (following LEDA data standards);no leaf rehydration;109.26;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1398;adult;with petiole and rachis;121.75;186.36;93.93;2;;;0;2004-05-15 00:00:00.0;Preaggregated data obtained from single record. ;;E5.4 - Moist or wet tall-herb and fern fringes and meadows;GERMANY;32;;P 253 Kappler Tal near Freiburg i.Br., Black forest;
Chaerophyllum hirsutum;actual measurement (following LEDA data standards);no leaf rehydration;158.48;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1398;adult;without petiole and rachis;164.5;231.48;127.6;2;;;0;2004-05-15 00:00:00.0;Preaggregated data obtained from single record. ;;E5.4 - Moist or wet tall-herb and fern fringes and meadows;GERMANY;32;;P 253 Kappler Tal near Freiburg i.Br., Black forest;
Chaerophyllum temulum;actual measurement;leaf rehydration;249;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;59605;adult;without petiole and rachis;249;;;2;;;;1996-06-18 00:00:00.0;;;;UNITED KINGDOM;;;Water-cum-Jolly Dale;
Chamomilla recutita;actual measurement;leaf rehydration;113;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5994;adult;without petiole and rachis;113;;;2;;;;1996-06-19 00:00:00.0;;;;UNITED KINGDOM;;;Sheffield;
Chamomilla recutita;actual measurement;leaf rehydration;112;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5994;adult;without petiole and rachis;112;;;2;;;;1996-08-16 00:00:00.0;;;;UNITED KINGDOM;;;Harpur Hill;
Chamomilla recutita;actual measurement;leaf rehydration;104;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5994;adult;without petiole and rachis;104;;;2;;;;1996-07-15 00:00:00.0;;;;UNITED KINGDOM;;;King's Wood;
Chamomilla suaveolens;actual measurement;leaf rehydration;142;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5904;adult;without petiole and rachis;142;;;2;;;;1996-06-10 00:00:00.0;;;;UNITED KINGDOM;;;Surprise view;
Chamomilla suaveolens;actual measurement;leaf rehydration;127;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5904;adult;without petiole and rachis;127;;;2;;;;1996-05-22 00:00:00.0;;;;UNITED KINGDOM;;;Sheffield;
Chamomilla suaveolens;actual measurement;leaf rehydration;135;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5904;adult;without petiole and rachis;135;;;2;;;;1996-07-15 00:00:00.0;;;;UNITED KINGDOM;;;King's Wood;
Chelidonium majus;actual measurement;leaf rehydration;202;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;25435;adult;without petiole and rachis;202;;;2;;;;1996-06-03 00:00:00.0;;;;UNITED KINGDOM;;;Black Rock, Derbys;
Chelidonium majus;actual measurement;leaf rehydration;171;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;25435;adult;without petiole and rachis;171;;;2;;;;1996-05-19 00:00:00.0;;;;UNITED KINGDOM;;;Bradbury;
Chenopodium album;actual measurement;leaf rehydration;188;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17842;adult;without petiole and rachis;188;;;2;;;;1996-08-08 00:00:00.0;;;;UNITED KINGDOM;;;Doncaster;
